itemid,hudoc_url,judgementdate,chrono_date,judgment_year,split,test_view,test_challenging_view,respondent_state,country_alpha2,hudoc_decision_body,court_formation,is_grand_chamber,case_importance,has_separate_opinion,represented,num_applicants,num_violations_found,has_mixed_outcome,violated_articles,violated_articles_count,violation_type,app_sex_male_ratio,app_sex_female_ratio,app_sex_unknown_ratio,app_age_child_ratio,app_age_adolescent_ratio,app_age_adult_ratio,app_age_elderly_ratio,app_age_unknown_ratio,app_birth_year_median,app_unique_nationality_count,app_multi_nationality_flag,perapp_unique_beneficiary_category_count,perapp_has_joint_beneficiary_category_flag,rl_violation_type_procedural_ratio,rl_violation_type_both_ratio,rl_violation_duration_months,rl_violation_duration_months_missing_ratio,gdp_per_capita_current_usd,gdp_constant_2015_usd,gdp_per_capita_log1p,gdp_constant_2015_log1p,y_amount_eur,y_binary
001-84850,https://hudoc.echr.coe.int/eng?i=001-84850,05/02/2008 00:00:00,2008-02-05,2008,train,,False,Hungary,hu,CHAMBER,Chamber,False,4,False,True,4,1,False,6,1,substantive,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,4,0,0.0,0.0,102.0,0.0,15762.6322515,119752782053.0,9.66546080967,25.5086953051,12800.0,1
001-84852,https://hudoc.echr.coe.int/eng?i=001-84852,05/02/2008 00:00:00,2008-02-05,2008,train,,False,Hungary,hu,CHAMBER,Chamber,False,4,False,False,1,1,False,6,1,procedural,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1943.0,1,0,1,0,1.0,0.0,0.0,1.0,15762.6322515,119752782053.0,9.66546080967,25.5086953051,2500.0,1
001-84854,https://hudoc.echr.coe.int/eng?i=001-84854,05/02/2008 00:00:00,2008-02-05,2008,train,,False,Hungary,hu,CHAMBER,Chamber,False,4,False,True,2,1,False,6,1,procedural,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1935.5,1,0,0,0,1.0,0.0,136.0,0.0,15762.6322515,119752782053.0,9.66546080967,25.5086953051,7917.0,1
001-84856,https://hudoc.echr.coe.int/eng?i=001-84856,05/02/2008 00:00:00,2008-02-05,2008,train,,False,Hungary,hu,CHAMBER,Chamber,False,4,False,True,4,1,False,6,1,procedural,0.0,1.0,0.0,0.0,0.0,0.75,0.25,0.0,1944.0,1,0,1,0,1.0,0.0,0.0,1.0,15762.6322515,119752782053.0,9.66546080967,25.5086953051,8000.0,1
001-84935,https://hudoc.echr.coe.int/eng?i=001-84935,05/02/2008 00:00:00,2008-02-05,2008,train,,False,Lithuania,lt,GRANDCHAMBER,Grand Chamber,True,1,False,True,1,1,False,6,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,0.0,0.0,0.0,1.0,14955.5345463,39416661070.6,9.61290357672,24.3974544337,30000.0,1
001-84885,https://hudoc.echr.coe.int/eng?i=001-84885,07/02/2008 00:00:00,2008-02-07,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,False,1,1,False,6,1,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1928.0,1,0,1,0,0.0,0.0,0.0,1.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,500.0,1
001-84891,https://hudoc.echr.coe.int/eng?i=001-84891,07/02/2008 00:00:00,2008-02-07,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,3,2,False,6;P1-1,2,substantive,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1973.0,1,0,2,0,0.0,0.0,0.0,1.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,4000.0,1
001-84896,https://hudoc.echr.coe.int/eng?i=001-84896,07/02/2008 00:00:00,2008-02-07,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,False,1,1,False,3,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,1,0,0.0,0.0,48.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,5000.0,1
001-84923,https://hudoc.echr.coe.int/eng?i=001-84923,07/02/2008 00:00:00,2008-02-07,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,2,False,6;P1-1,2,substantive,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1930.0,1,0,1,0,0.0,0.0,39.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,2700.0,1
001-84927,https://hudoc.echr.coe.int/eng?i=001-84927,07/02/2008 00:00:00,2008-02-07,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,3,1,False,6,1,substantive,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1951.0,1,0,3,0,0.0,0.0,16.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,8900.0,1
001-84961,https://hudoc.echr.coe.int/eng?i=001-84961,07/02/2008 00:00:00,2008-02-07,2008,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,False,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,1,0,0.0,0.0,0.0,1.0,4017.80664062,120217318405.0,8.29874028198,25.5125669286,200.0,1
001-84966,https://hudoc.echr.coe.int/eng?i=001-84966,07/02/2008 00:00:00,2008-02-07,2008,train,,False,North Macedonia,mk,CHAMBER,Chamber,False,4,False,True,1,1,True,3,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1964.0,1,0,1,0,1.0,0.0,7.0,0.0,5026.42029899,8659882989.56,8.52266226851,22.8819670479,1000.0,1
001-84968,https://hudoc.echr.coe.int/eng?i=001-84968,07/02/2008 00:00:00,2008-02-07,2008,train,,False,North Macedonia,mk,CHAMBER,Chamber,False,3,False,True,1,1,False,6,1,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1936.0,1,0,1,0,0.0,0.0,129.17,0.0,5026.42029899,8659882989.56,8.52266226851,22.8819670479,4000.0,1
001-84970,https://hudoc.echr.coe.int/eng?i=001-84970,07/02/2008 00:00:00,2008-02-07,2008,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,3,False,True,1,3,False,5,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,0.0,0.0,8.8,0.0,7271.30338858,48437323785.0,8.89182835509,24.6035365061,5000.0,1
001-84971,https://hudoc.echr.coe.int/eng?i=001-84971,07/02/2008 00:00:00,2008-02-07,2008,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,3,False,True,1,4,False,3;5,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1976.0,1,0,1,0,0.0,0.0,6.23,0.0,7271.30338858,48437323785.0,8.89182835509,24.6035365061,5000.0,1
001-84977,https://hudoc.echr.coe.int/eng?i=001-84977,07/02/2008 00:00:00,2008-02-07,2008,train,,False,Slovenia,si,CHAMBER,Chamber,False,4,False,True,1,2,False,6;13,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1945.0,1,0,1,0,0.0,0.0,74.0,0.0,27461.9764165,44823161262.4,10.2205940644,24.5259908353,1200.0,1
001-85000,https://hudoc.echr.coe.int/eng?i=001-85000,12/02/2008 00:00:00,2008-02-12,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,False,1,1,False,6,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,0.0,137.0,0.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,8400.0,1
001-85002,https://hudoc.echr.coe.int/eng?i=001-85002,12/02/2008 00:00:00,2008-02-12,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,True,1,1,False,5,1,both,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1940.0,1,0,1,0,0.0,1.0,2.5,0.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,2500.0,1
001-85004,https://hudoc.echr.coe.int/eng?i=001-85004,12/02/2008 00:00:00,2008-02-12,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,True,1,1,False,5,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,0.0,0.0,2.83,0.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,1000.0,1
001-85010,https://hudoc.echr.coe.int/eng?i=001-85010,12/02/2008 00:00:00,2008-02-12,2008,train,,False,"Moldova, Republic of",md,CHAMBER,Chamber,False,4,False,True,1,1,False,10,1,substantive,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,0.0,1.0,2110.55305354,6452653478.32,7.65517900005,22.5877572753,3000.0,1
001-85012,https://hudoc.echr.coe.int/eng?i=001-85012,12/02/2008 00:00:00,2008-02-12,2008,train,,False,Slovakia,sk,CHAMBER,Chamber,False,4,False,True,1,1,False,6,1,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1921.0,1,0,0,0,0.0,0.0,190.0,0.0,18744.3192278,77983340266.6,9.83869935905,25.0797610545,10000.0,1
001-85016,https://hudoc.echr.coe.int/eng?i=001-85016,12/02/2008 00:00:00,2008-02-12,2008,train,,False,"Moldova, Republic of",md,GRANDCHAMBER,Grand Chamber,True,1,False,True,1,1,False,10,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,0.0,0.0,0.0,1.0,2110.55305354,6452653478.32,7.65517900005,22.5877572753,10000.0,1
001-85019,https://hudoc.echr.coe.int/eng?i=001-85019,12/02/2008 00:00:00,2008-02-12,2008,train,,False,Cyprus,cy,GRANDCHAMBER,Grand Chamber,True,1,True,True,1,1,True,7,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1946.0,1,0,1,0,0.0,0.0,0.0,1.0,35397.296875,21592439785.3,10.4744189871,23.7956090805,0.0,0
001-85078,https://hudoc.echr.coe.int/eng?i=001-85078,14/02/2008 00:00:00,2008-02-14,2008,train,,False,Switzerland,ch,CHAMBER,Chamber,False,3,False,True,1,1,False,8,1,substantive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,0.0,0.0,0.0,0.0,74175.1927899,630788402146.0,11.2141985258,27.1702363059,3000.0,1
001-85079,https://hudoc.echr.coe.int/eng?i=001-85079,14/02/2008 00:00:00,2008-02-14,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,3,True,True,1,1,True,3,1,substantive,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1967.0,1,0,1,0,0.0,0.0,10.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,7000.0,1
001-85084,https://hudoc.echr.coe.int/eng?i=001-85084,14/02/2008 00:00:00,2008-02-14,2008,train,,False,France,fr,CHAMBER,Chamber,False,1,False,True,2,1,False,10,1,substantive,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1942.0,1,0,0,0,0.0,0.0,0.0,1.0,45464.8181385,2334072135220.0,10.7247160729,28.4786355556,0.0,0
001-85087,https://hudoc.echr.coe.int/eng?i=001-85087,14/02/2008 00:00:00,2008-02-14,2008,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,4,False,True,1,2,False,6;13,2,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1926.0,1,0,1,0,0.0,0.0,201.0,0.0,7271.30338858,48437323785.0,8.89182835509,24.6035365061,3000.0,1
001-85097,https://hudoc.echr.coe.int/eng?i=001-85097,14/02/2008 00:00:00,2008-02-14,2008,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,False,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,1,0,0.0,0.0,53.0,0.0,4017.80664062,120217318405.0,8.29874028198,25.5125669286,1200.0,1
001-85099,https://hudoc.echr.coe.int/eng?i=001-85099,14/02/2008 00:00:00,2008-02-14,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,False,1,2,False,6;P1-1,2,substantive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,84.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,1000.0,1
001-85105,https://hudoc.echr.coe.int/eng?i=001-85105,14/02/2008 00:00:00,2008-02-14,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,1,0,0.0,0.0,10.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,2000.0,1
001-85107,https://hudoc.echr.coe.int/eng?i=001-85107,14/02/2008 00:00:00,2008-02-14,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,1,False,6,1,procedural,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,1,0,1.0,0.0,0.0,1.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,1000.0,1
001-85118,https://hudoc.echr.coe.int/eng?i=001-85118,14/02/2008 00:00:00,2008-02-14,2008,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,False,1,2,False,6;13,2,procedural,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1936.0,1,0,1,0,1.0,0.0,72.0,0.0,4017.80664062,120217318405.0,8.29874028198,25.5125669286,1000.0,1
001-85124,https://hudoc.echr.coe.int/eng?i=001-85124,14/02/2008 00:00:00,2008-02-14,2008,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,True,1,1,True,3,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,1.0,0.0,52.0,0.0,4017.80664062,120217318405.0,8.29874028198,25.5125669286,2000.0,1
001-85131,https://hudoc.echr.coe.int/eng?i=001-85131,15/02/2008 00:00:00,2008-02-15,2008,train,,False,Greece,gr,GRANDCHAMBER,Grand Chamber,True,2,False,True,91,1,False,6,1,procedural,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,91,0,1.0,0.0,0.0,1.0,31695.8331092,265024939553.0,10.363972053,26.30308977,318500.0,1
001-85167,https://hudoc.echr.coe.int/eng?i=001-85167,21/02/2008 00:00:00,2008-02-21,2008,train,,False,Slovenia,si,CHAMBER,Chamber,False,4,False,True,5,2,False,6;13,2,substantive,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1929.0,1,0,1,0,0.0,0.0,149.5,0.0,27461.9764165,44823161262.4,10.2205940644,24.5259908353,9000.0,1
001-85169,https://hudoc.echr.coe.int/eng?i=001-85169,21/02/2008 00:00:00,2008-02-21,2008,train,,False,Turkey,tr,CHAMBER,Chamber,False,4,False,True,3,1,True,2,1,procedural,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1938.0,1,0,0,0,1.0,0.0,156.0,0.0,10913.4079048,600240295873.0,9.2978390215,27.1205959051,10000.0,1
001-85195,https://hudoc.echr.coe.int/eng?i=001-85195,21/02/2008 00:00:00,2008-02-21,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,2,False,5;6,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,0.0,0.0,69.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,8000.0,1
001-85202,https://hudoc.echr.coe.int/eng?i=001-85202,21/02/2008 00:00:00,2008-02-21,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,False,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,49.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,3900.0,1
001-85262,https://hudoc.echr.coe.int/eng?i=001-85262,26/02/2008 00:00:00,2008-02-26,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,False,1,1,False,6,1,procedural,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1935.0,1,0,1,0,1.0,0.0,153.0,0.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,7000.0,1
001-85276,https://hudoc.echr.coe.int/eng?i=001-85276,28/02/2008 00:00:00,2008-02-28,2008,train,,False,Italy,it,GRANDCHAMBER,Grand Chamber,True,1,True,True,1,1,False,3,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,1,0,0.0,0.0,0.0,1.0,40828.5795581,1986572667180.0,10.6171620869,28.317431992,0.0,0
001-85297,https://hudoc.echr.coe.int/eng?i=001-85297,04/03/2008 00:00:00,2008-03-04,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,True,1,2,False,5;6,2,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,1.0,0.0,34.0,0.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,2000.0,1
001-85302,https://hudoc.echr.coe.int/eng?i=001-85302,04/03/2008 00:00:00,2008-03-04,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,False,1,1,False,6,1,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1939.0,1,0,1,0,0.0,0.0,0.0,1.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,6000.0,1
001-85304,https://hudoc.echr.coe.int/eng?i=001-85304,04/03/2008 00:00:00,2008-03-04,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,False,1,2,False,5;6,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,1,0,0.0,0.0,55.0,0.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,5000.0,1
001-85306,https://hudoc.echr.coe.int/eng?i=001-85306,04/03/2008 00:00:00,2008-03-04,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,True,1,1,False,13,1,procedural,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1921.0,1,0,1,0,1.0,0.0,177.0,0.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,11200.0,1
001-85308,https://hudoc.echr.coe.int/eng?i=001-85308,04/03/2008 00:00:00,2008-03-04,2008,train,,False,Romania,ro,CHAMBER,Chamber,False,3,False,True,1,3,True,3;14,2,both,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1987.0,1,0,1,0,0.0,1.0,0.0,1.0,10435.1561231,170834114653.0,9.25303160619,25.8639588329,15000.0,1
001-85310,https://hudoc.echr.coe.int/eng?i=001-85310,04/03/2008 00:00:00,2008-03-04,2008,train,,False,Hungary,hu,CHAMBER,Chamber,False,4,False,True,1,1,False,6,1,procedural,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,1.0,0.0,0.0,1.0,15762.6322515,119752782053.0,9.66546080967,25.5086953051,2800.0,1
001-85312,https://hudoc.echr.coe.int/eng?i=001-85312,04/03/2008 00:00:00,2008-03-04,2008,train,,False,Turkey,tr,CHAMBER,Chamber,False,4,False,True,2,1,False,6,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1980.5,1,0,0,0,1.0,0.0,0.0,1.0,10913.4079048,600240295873.0,9.2978390215,27.1205959051,0.0,0
001-85334,https://hudoc.echr.coe.int/eng?i=001-85334,06/03/2008 00:00:00,2008-03-06,2008,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,4,False,True,1,6,False,3;6;13;5,4,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,1,0,0.0,0.0,22.8,0.0,7271.30338858,48437323785.0,8.89182835509,24.6035365061,6000.0,1
001-85338,https://hudoc.echr.coe.int/eng?i=001-85338,06/03/2008 00:00:00,2008-03-06,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,False,2,2,True,6;P1-1,2,substantive,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1945.0,1,0,2,0,0.0,0.0,28.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,3200.0,1
001-85349,https://hudoc.echr.coe.int/eng?i=001-85349,06/03/2008 00:00:00,2008-03-06,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,False,3,1,False,6,1,substantive,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,2,0,0.0,0.0,65.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,8600.0,1
001-85351,https://hudoc.echr.coe.int/eng?i=001-85351,06/03/2008 00:00:00,2008-03-06,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,False,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,0,0,0.0,0.0,57.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,0.0,0
001-85354,https://hudoc.echr.coe.int/eng?i=001-85354,06/03/2008 00:00:00,2008-03-06,2008,train,,False,Croatia,hr,CHAMBER,Chamber,False,4,False,False,1,1,False,6,1,procedural,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1936.0,1,0,0,0,1.0,0.0,85.0,0.0,15888.0606949,55898760192.6,9.67338614482,24.7468080379,0.0,0
001-85357,https://hudoc.echr.coe.int/eng?i=001-85357,06/03/2008 00:00:00,2008-03-06,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1939.0,1,0,1,0,0.0,0.0,48.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,3900.0,1
001-85361,https://hudoc.echr.coe.int/eng?i=001-85361,06/03/2008 00:00:00,2008-03-06,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,0.0,0.0,18.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,3100.0,1
001-85458,https://hudoc.echr.coe.int/eng?i=001-85458,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Slovenia,si,CHAMBER,Chamber,False,4,False,False,1,2,False,6;13,2,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1927.0,1,0,1,0,0.0,0.0,138.0,0.0,27461.9764165,44823161262.4,10.2205940644,24.5259908353,3500.0,1
001-85460,https://hudoc.echr.coe.int/eng?i=001-85460,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Slovakia,sk,CHAMBER,Chamber,False,4,False,True,1,1,False,6,1,procedural,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1931.0,1,0,1,0,1.0,0.0,164.6,0.0,18744.3192278,77983340266.6,9.83869935905,25.0797610545,3300.0,1
001-85464,https://hudoc.echr.coe.int/eng?i=001-85464,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Slovenia,si,CHAMBER,Chamber,False,4,False,True,1,2,False,6;13,2,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1934.0,1,0,1,0,0.0,0.0,120.0,0.0,27461.9764165,44823161262.4,10.2205940644,24.5259908353,8000.0,1
001-85467,https://hudoc.echr.coe.int/eng?i=001-85467,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Turkey,tr,CHAMBER,Chamber,False,4,False,True,3,1,False,P1-1,1,substantive,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1950.0,1,0,3,0,0.0,0.0,0.0,1.0,10913.4079048,600240295873.0,9.2978390215,27.1205959051,0.0,0
001-85470,https://hudoc.echr.coe.int/eng?i=001-85470,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Turkey,tr,CHAMBER,Chamber,False,4,False,True,3,1,False,6,1,procedural,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,2,1,3,0,1.0,0.0,169.0,0.0,10913.4079048,600240295873.0,9.2978390215,27.1205959051,30000.0,1
001-85472,https://hudoc.echr.coe.int/eng?i=001-85472,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,False,1,1,False,6,1,procedural,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1936.0,1,0,1,0,1.0,0.0,114.0,0.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,4500.0,1
001-85482,https://hudoc.echr.coe.int/eng?i=001-85482,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Slovakia,sk,CHAMBER,Chamber,False,4,False,True,1,1,False,6,1,procedural,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1.0,0.0,156.5,0.0,18744.3192278,77983340266.6,9.83869935905,25.0797610545,0.0,0
001-85484,https://hudoc.echr.coe.int/eng?i=001-85484,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,3,False,True,1,1,False,10,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,0.0,1.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,5000.0,1
001-85487,https://hudoc.echr.coe.int/eng?i=001-85487,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Poland,pl,CHAMBER,Chamber,False,2,False,True,1,3,False,5,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,1.0,0.0,0.233,0.0,14048.5604673,388394800371.0,9.5503463908,26.685288186,10000.0,1
001-85489,https://hudoc.echr.coe.int/eng?i=001-85489,18/03/2008 00:00:00,2008-03-18,2008,train,,False,Turkey,tr,CHAMBER,Chamber,False,3,False,True,2,3,False,6;10;11,3,procedural,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,2,0,1.0,0.0,0.0,1.0,10913.4079048,600240295873.0,9.2978390215,27.1205959051,1000.0,1
001-85436,https://hudoc.echr.coe.int/eng?i=001-85436,20/03/2008 00:00:00,2008-03-20,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,1,False,True,6,1,True,2,1,procedural,0.1666666666666666,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,1956.5,1,0,6,0,1.0,0.0,0.0,1.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,85000.0,1
001-85442,https://hudoc.echr.coe.int/eng?i=001-85442,20/03/2008 00:00:00,2008-03-20,2008,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,3,False,3;5;13,3,both,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,1.0,84.0,0.0,11635.2841797,1298056264710.0,9.36188344177,27.8918890805,75000.0,1
001-85444,https://hudoc.echr.coe.int/eng?i=001-85444,20/03/2008 00:00:00,2008-03-20,2008,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,4,False,True,1,1,False,6,1,substantive,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,108.0,0.0,7271.30338858,48437323785.0,8.89182835509,24.6035365061,8800.0,1
