itemid,hudoc_url,judgementdate,chrono_date,split,test_view,test_challenging_view
001-90062,https://hudoc.echr.coe.int/eng?i=001-90062,09/12/2008 00:00:00,2008-12-09,train,,False
001-90127,https://hudoc.echr.coe.int/eng?i=001-90127,09/12/2008 00:00:00,2008-12-09,train,,False
001-90129,https://hudoc.echr.coe.int/eng?i=001-90129,09/12/2008 00:00:00,2008-12-09,train,,False
001-90131,https://hudoc.echr.coe.int/eng?i=001-90131,09/12/2008 00:00:00,2008-12-09,train,,False
001-90133,https://hudoc.echr.coe.int/eng?i=001-90133,09/12/2008 00:00:00,2008-12-09,train,,False
001-90137,https://hudoc.echr.coe.int/eng?i=001-90137,09/12/2008 00:00:00,2008-12-09,train,,False
001-90139,https://hudoc.echr.coe.int/eng?i=001-90139,09/12/2008 00:00:00,2008-12-09,train,,False
001-90141,https://hudoc.echr.coe.int/eng?i=001-90141,09/12/2008 00:00:00,2008-12-09,train,,False
001-90144,https://hudoc.echr.coe.int/eng?i=001-90144,09/12/2008 00:00:00,2008-12-09,train,,False
001-90146,https://hudoc.echr.coe.int/eng?i=001-90146,09/12/2008 00:00:00,2008-12-09,train,,False
001-90148,https://hudoc.echr.coe.int/eng?i=001-90148,09/12/2008 00:00:00,2008-12-09,train,,False
001-90163,https://hudoc.echr.coe.int/eng?i=001-90163,09/12/2008 00:00:00,2008-12-09,train,,False
001-90165,https://hudoc.echr.coe.int/eng?i=001-90165,09/12/2008 00:00:00,2008-12-09,train,,False
001-90167,https://hudoc.echr.coe.int/eng?i=001-90167,09/12/2008 00:00:00,2008-12-09,train,,False
001-90173,https://hudoc.echr.coe.int/eng?i=001-90173,09/12/2008 00:00:00,2008-12-09,train,,False
001-90177,https://hudoc.echr.coe.int/eng?i=001-90177,09/12/2008 00:00:00,2008-12-09,train,,False
001-90179,https://hudoc.echr.coe.int/eng?i=001-90179,09/12/2008 00:00:00,2008-12-09,train,,False
001-90093,https://hudoc.echr.coe.int/eng?i=001-90093,11/12/2008 00:00:00,2008-12-11,train,,False
001-90097,https://hudoc.echr.coe.int/eng?i=001-90097,11/12/2008 00:00:00,2008-12-11,train,,False
001-90099,https://hudoc.echr.coe.int/eng?i=001-90099,11/12/2008 00:00:00,2008-12-11,train,,False
001-90101,https://hudoc.echr.coe.int/eng?i=001-90101,11/12/2008 00:00:00,2008-12-11,train,,False
001-90111,https://hudoc.echr.coe.int/eng?i=001-90111,11/12/2008 00:00:00,2008-12-11,train,,False
001-90182,https://hudoc.echr.coe.int/eng?i=001-90182,11/12/2008 00:00:00,2008-12-11,train,,False
001-90185,https://hudoc.echr.coe.int/eng?i=001-90185,11/12/2008 00:00:00,2008-12-11,train,,False
001-90187,https://hudoc.echr.coe.int/eng?i=001-90187,11/12/2008 00:00:00,2008-12-11,train,,False
001-90190,https://hudoc.echr.coe.int/eng?i=001-90190,11/12/2008 00:00:00,2008-12-11,train,,False
001-90192,https://hudoc.echr.coe.int/eng?i=001-90192,11/12/2008 00:00:00,2008-12-11,train,,False
001-90194,https://hudoc.echr.coe.int/eng?i=001-90194,11/12/2008 00:00:00,2008-12-11,train,,False
001-90196,https://hudoc.echr.coe.int/eng?i=001-90196,11/12/2008 00:00:00,2008-12-11,train,,False
001-90200,https://hudoc.echr.coe.int/eng?i=001-90200,11/12/2008 00:00:00,2008-12-11,train,,False
001-90207,https://hudoc.echr.coe.int/eng?i=001-90207,11/12/2008 00:00:00,2008-12-11,train,,False
001-90210,https://hudoc.echr.coe.int/eng?i=001-90210,11/12/2008 00:00:00,2008-12-11,train,,False
001-90214,https://hudoc.echr.coe.int/eng?i=001-90214,11/12/2008 00:00:00,2008-12-11,train,,False
001-90218,https://hudoc.echr.coe.int/eng?i=001-90218,11/12/2008 00:00:00,2008-12-11,train,,False
001-90225,https://hudoc.echr.coe.int/eng?i=001-90225,11/12/2008 00:00:00,2008-12-11,train,,False
001-90235,https://hudoc.echr.coe.int/eng?i=001-90235,11/12/2008 00:00:00,2008-12-11,train,,False
001-90244,https://hudoc.echr.coe.int/eng?i=001-90244,11/12/2008 00:00:00,2008-12-11,train,,False
001-90234,https://hudoc.echr.coe.int/eng?i=001-90234,16/12/2008 00:00:00,2008-12-16,train,,False
001-90246,https://hudoc.echr.coe.int/eng?i=001-90246,16/12/2008 00:00:00,2008-12-16,train,,False
001-90248,https://hudoc.echr.coe.int/eng?i=001-90248,16/12/2008 00:00:00,2008-12-16,train,,False
001-90270,https://hudoc.echr.coe.int/eng?i=001-90270,16/12/2008 00:00:00,2008-12-16,train,,False
001-90272,https://hudoc.echr.coe.int/eng?i=001-90272,16/12/2008 00:00:00,2008-12-16,train,,False
001-90274,https://hudoc.echr.coe.int/eng?i=001-90274,16/12/2008 00:00:00,2008-12-16,train,,False
001-90276,https://hudoc.echr.coe.int/eng?i=001-90276,16/12/2008 00:00:00,2008-12-16,train,,False
001-90278,https://hudoc.echr.coe.int/eng?i=001-90278,16/12/2008 00:00:00,2008-12-16,train,,False
001-90280,https://hudoc.echr.coe.int/eng?i=001-90280,16/12/2008 00:00:00,2008-12-16,train,,False
001-90282,https://hudoc.echr.coe.int/eng?i=001-90282,16/12/2008 00:00:00,2008-12-16,train,,False
001-90285,https://hudoc.echr.coe.int/eng?i=001-90285,16/12/2008 00:00:00,2008-12-16,train,,False
001-90287,https://hudoc.echr.coe.int/eng?i=001-90287,16/12/2008 00:00:00,2008-12-16,train,,False
001-90301,https://hudoc.echr.coe.int/eng?i=001-90301,16/12/2008 00:00:00,2008-12-16,train,,False
001-90304,https://hudoc.echr.coe.int/eng?i=001-90304,16/12/2008 00:00:00,2008-12-16,train,,False
001-90322,https://hudoc.echr.coe.int/eng?i=001-90322,18/12/2008 00:00:00,2008-12-18,train,,False
001-90325,https://hudoc.echr.coe.int/eng?i=001-90325,18/12/2008 00:00:00,2008-12-18,train,,False
001-90328,https://hudoc.echr.coe.int/eng?i=001-90328,18/12/2008 00:00:00,2008-12-18,train,,False
001-90330,https://hudoc.echr.coe.int/eng?i=001-90330,18/12/2008 00:00:00,2008-12-18,train,,False
001-90332,https://hudoc.echr.coe.int/eng?i=001-90332,18/12/2008 00:00:00,2008-12-18,train,,False
001-90334,https://hudoc.echr.coe.int/eng?i=001-90334,18/12/2008 00:00:00,2008-12-18,train,,False
001-90336,https://hudoc.echr.coe.int/eng?i=001-90336,18/12/2008 00:00:00,2008-12-18,train,,False
001-90338,https://hudoc.echr.coe.int/eng?i=001-90338,18/12/2008 00:00:00,2008-12-18,train,,False
001-90340,https://hudoc.echr.coe.int/eng?i=001-90340,18/12/2008 00:00:00,2008-12-18,train,,False
001-90343,https://hudoc.echr.coe.int/eng?i=001-90343,18/12/2008 00:00:00,2008-12-18,train,,False
001-90345,https://hudoc.echr.coe.int/eng?i=001-90345,18/12/2008 00:00:00,2008-12-18,train,,False
001-90348,https://hudoc.echr.coe.int/eng?i=001-90348,18/12/2008 00:00:00,2008-12-18,train,,False
001-90351,https://hudoc.echr.coe.int/eng?i=001-90351,18/12/2008 00:00:00,2008-12-18,train,,False
001-90356,https://hudoc.echr.coe.int/eng?i=001-90356,18/12/2008 00:00:00,2008-12-18,train,,False
001-90358,https://hudoc.echr.coe.int/eng?i=001-90358,18/12/2008 00:00:00,2008-12-18,train,,False
001-90360,https://hudoc.echr.coe.int/eng?i=001-90360,18/12/2008 00:00:00,2008-12-18,train,,False
001-90362,https://hudoc.echr.coe.int/eng?i=001-90362,18/12/2008 00:00:00,2008-12-18,train,,False
001-90364,https://hudoc.echr.coe.int/eng?i=001-90364,18/12/2008 00:00:00,2008-12-18,train,,False
001-90366,https://hudoc.echr.coe.int/eng?i=001-90366,18/12/2008 00:00:00,2008-12-18,train,,False
001-90390,https://hudoc.echr.coe.int/eng?i=001-90390,22/12/2008 00:00:00,2008-12-22,train,,False
001-90368,https://hudoc.echr.coe.int/eng?i=001-90368,08/01/2009 00:00:00,2009-01-08,train,,False
001-90398,https://hudoc.echr.coe.int/eng?i=001-90398,08/01/2009 00:00:00,2009-01-08,train,,False
001-90400,https://hudoc.echr.coe.int/eng?i=001-90400,08/01/2009 00:00:00,2009-01-08,train,,False
001-90408,https://hudoc.echr.coe.int/eng?i=001-90408,08/01/2009 00:00:00,2009-01-08,train,,False
001-90413,https://hudoc.echr.coe.int/eng?i=001-90413,08/01/2009 00:00:00,2009-01-08,train,,False
001-90418,https://hudoc.echr.coe.int/eng?i=001-90418,08/01/2009 00:00:00,2009-01-08,train,,False
001-90420,https://hudoc.echr.coe.int/eng?i=001-90420,08/01/2009 00:00:00,2009-01-08,train,,False
001-90430,https://hudoc.echr.coe.int/eng?i=001-90430,08/01/2009 00:00:00,2009-01-08,train,,False
001-90433,https://hudoc.echr.coe.int/eng?i=001-90433,08/01/2009 00:00:00,2009-01-08,train,,False
001-90440,https://hudoc.echr.coe.int/eng?i=001-90440,08/01/2009 00:00:00,2009-01-08,train,,False
001-90445,https://hudoc.echr.coe.int/eng?i=001-90445,08/01/2009 00:00:00,2009-01-08,train,,False
001-90446,https://hudoc.echr.coe.int/eng?i=001-90446,08/01/2009 00:00:00,2009-01-08,train,,False
001-90448,https://hudoc.echr.coe.int/eng?i=001-90448,08/01/2009 00:00:00,2009-01-08,train,,False
001-90450,https://hudoc.echr.coe.int/eng?i=001-90450,08/01/2009 00:00:00,2009-01-08,train,,False
001-90452,https://hudoc.echr.coe.int/eng?i=001-90452,08/01/2009 00:00:00,2009-01-08,train,,False
001-90454,https://hudoc.echr.coe.int/eng?i=001-90454,08/01/2009 00:00:00,2009-01-08,train,,False
001-90457,https://hudoc.echr.coe.int/eng?i=001-90457,08/01/2009 00:00:00,2009-01-08,train,,False
001-90460,https://hudoc.echr.coe.int/eng?i=001-90460,08/01/2009 00:00:00,2009-01-08,train,,False
001-90461,https://hudoc.echr.coe.int/eng?i=001-90461,08/01/2009 00:00:00,2009-01-08,train,,False
001-90464,https://hudoc.echr.coe.int/eng?i=001-90464,08/01/2009 00:00:00,2009-01-08,train,,False
001-90466,https://hudoc.echr.coe.int/eng?i=001-90466,08/01/2009 00:00:00,2009-01-08,train,,False
001-90468,https://hudoc.echr.coe.int/eng?i=001-90468,08/01/2009 00:00:00,2009-01-08,train,,False
001-90470,https://hudoc.echr.coe.int/eng?i=001-90470,08/01/2009 00:00:00,2009-01-08,train,,False
001-90482,https://hudoc.echr.coe.int/eng?i=001-90482,08/01/2009 00:00:00,2009-01-08,train,,False
001-90486,https://hudoc.echr.coe.int/eng?i=001-90486,08/01/2009 00:00:00,2009-01-08,train,,False
001-90489,https://hudoc.echr.coe.int/eng?i=001-90489,08/01/2009 00:00:00,2009-01-08,train,,False
001-90501,https://hudoc.echr.coe.int/eng?i=001-90501,13/01/2009 00:00:00,2009-01-13,train,,False
001-90533,https://hudoc.echr.coe.int/eng?i=001-90533,13/01/2009 00:00:00,2009-01-13,train,,False
001-90535,https://hudoc.echr.coe.int/eng?i=001-90535,13/01/2009 00:00:00,2009-01-13,train,,False
001-90537,https://hudoc.echr.coe.int/eng?i=001-90537,13/01/2009 00:00:00,2009-01-13,train,,False
001-90539,https://hudoc.echr.coe.int/eng?i=001-90539,13/01/2009 00:00:00,2009-01-13,train,,False
001-90541,https://hudoc.echr.coe.int/eng?i=001-90541,13/01/2009 00:00:00,2009-01-13,train,,False
001-90545,https://hudoc.echr.coe.int/eng?i=001-90545,13/01/2009 00:00:00,2009-01-13,train,,False
001-90547,https://hudoc.echr.coe.int/eng?i=001-90547,13/01/2009 00:00:00,2009-01-13,train,,False
001-90549,https://hudoc.echr.coe.int/eng?i=001-90549,13/01/2009 00:00:00,2009-01-13,train,,False
001-90561,https://hudoc.echr.coe.int/eng?i=001-90561,13/01/2009 00:00:00,2009-01-13,train,,False
001-90563,https://hudoc.echr.coe.int/eng?i=001-90563,13/01/2009 00:00:00,2009-01-13,train,,False
001-90565,https://hudoc.echr.coe.int/eng?i=001-90565,13/01/2009 00:00:00,2009-01-13,train,,False
001-90567,https://hudoc.echr.coe.int/eng?i=001-90567,13/01/2009 00:00:00,2009-01-13,train,,False
001-90569,https://hudoc.echr.coe.int/eng?i=001-90569,13/01/2009 00:00:00,2009-01-13,train,,False
001-90573,https://hudoc.echr.coe.int/eng?i=001-90573,13/01/2009 00:00:00,2009-01-13,train,,False
001-90575,https://hudoc.echr.coe.int/eng?i=001-90575,13/01/2009 00:00:00,2009-01-13,train,,False
001-90577,https://hudoc.echr.coe.int/eng?i=001-90577,13/01/2009 00:00:00,2009-01-13,train,,False
001-90579,https://hudoc.echr.coe.int/eng?i=001-90579,13/01/2009 00:00:00,2009-01-13,train,,False
001-90581,https://hudoc.echr.coe.int/eng?i=001-90581,13/01/2009 00:00:00,2009-01-13,train,,False
001-90583,https://hudoc.echr.coe.int/eng?i=001-90583,13/01/2009 00:00:00,2009-01-13,train,,False
001-90585,https://hudoc.echr.coe.int/eng?i=001-90585,13/01/2009 00:00:00,2009-01-13,train,,False
001-90588,https://hudoc.echr.coe.int/eng?i=001-90588,13/01/2009 00:00:00,2009-01-13,train,,False
001-90590,https://hudoc.echr.coe.int/eng?i=001-90590,13/01/2009 00:00:00,2009-01-13,train,,False
001-90592,https://hudoc.echr.coe.int/eng?i=001-90592,13/01/2009 00:00:00,2009-01-13,train,,False
001-90594,https://hudoc.echr.coe.int/eng?i=001-90594,13/01/2009 00:00:00,2009-01-13,train,,False
001-90596,https://hudoc.echr.coe.int/eng?i=001-90596,13/01/2009 00:00:00,2009-01-13,train,,False
001-90598,https://hudoc.echr.coe.int/eng?i=001-90598,13/01/2009 00:00:00,2009-01-13,train,,False
001-90600,https://hudoc.echr.coe.int/eng?i=001-90600,13/01/2009 00:00:00,2009-01-13,train,,False
001-90677,https://hudoc.echr.coe.int/eng?i=001-90677,13/01/2009 00:00:00,2009-01-13,train,,False
001-90553,https://hudoc.echr.coe.int/eng?i=001-90553,15/01/2009 00:00:00,2009-01-15,train,,False
001-90559,https://hudoc.echr.coe.int/eng?i=001-90559,15/01/2009 00:00:00,2009-01-15,train,,False
001-90606,https://hudoc.echr.coe.int/eng?i=001-90606,15/01/2009 00:00:00,2009-01-15,train,,False
001-90610,https://hudoc.echr.coe.int/eng?i=001-90610,15/01/2009 00:00:00,2009-01-15,train,,False
001-90612,https://hudoc.echr.coe.int/eng?i=001-90612,15/01/2009 00:00:00,2009-01-15,train,,False
001-90617,https://hudoc.echr.coe.int/eng?i=001-90617,15/01/2009 00:00:00,2009-01-15,train,,False
001-90620,https://hudoc.echr.coe.int/eng?i=001-90620,15/01/2009 00:00:00,2009-01-15,train,,False
001-90622,https://hudoc.echr.coe.int/eng?i=001-90622,15/01/2009 00:00:00,2009-01-15,train,,False
001-90625,https://hudoc.echr.coe.int/eng?i=001-90625,15/01/2009 00:00:00,2009-01-15,train,,False
001-90627,https://hudoc.echr.coe.int/eng?i=001-90627,15/01/2009 00:00:00,2009-01-15,train,,False
001-90629,https://hudoc.echr.coe.int/eng?i=001-90629,15/01/2009 00:00:00,2009-01-15,train,,False
001-90631,https://hudoc.echr.coe.int/eng?i=001-90631,15/01/2009 00:00:00,2009-01-15,train,,False
001-90634,https://hudoc.echr.coe.int/eng?i=001-90634,15/01/2009 00:00:00,2009-01-15,train,,False
001-90645,https://hudoc.echr.coe.int/eng?i=001-90645,15/01/2009 00:00:00,2009-01-15,train,,False
001-90651,https://hudoc.echr.coe.int/eng?i=001-90651,15/01/2009 00:00:00,2009-01-15,train,,False
001-90671,https://hudoc.echr.coe.int/eng?i=001-90671,15/01/2009 00:00:00,2009-01-15,train,,False
001-90700,https://hudoc.echr.coe.int/eng?i=001-90700,20/01/2009 00:00:00,2009-01-20,train,,False
001-90702,https://hudoc.echr.coe.int/eng?i=001-90702,20/01/2009 00:00:00,2009-01-20,train,,False
001-90704,https://hudoc.echr.coe.int/eng?i=001-90704,20/01/2009 00:00:00,2009-01-20,train,,False
001-90706,https://hudoc.echr.coe.int/eng?i=001-90706,20/01/2009 00:00:00,2009-01-20,train,,False
001-90710,https://hudoc.echr.coe.int/eng?i=001-90710,20/01/2009 00:00:00,2009-01-20,train,,False
001-90712,https://hudoc.echr.coe.int/eng?i=001-90712,20/01/2009 00:00:00,2009-01-20,train,,False
001-90718,https://hudoc.echr.coe.int/eng?i=001-90718,20/01/2009 00:00:00,2009-01-20,train,,False
001-90722,https://hudoc.echr.coe.int/eng?i=001-90722,20/01/2009 00:00:00,2009-01-20,train,,False
001-90745,https://hudoc.echr.coe.int/eng?i=001-90745,20/01/2009 00:00:00,2009-01-20,train,,False
001-90747,https://hudoc.echr.coe.int/eng?i=001-90747,20/01/2009 00:00:00,2009-01-20,train,,False
001-90755,https://hudoc.echr.coe.int/eng?i=001-90755,20/01/2009 00:00:00,2009-01-20,train,,False
001-90759,https://hudoc.echr.coe.int/eng?i=001-90759,20/01/2009 00:00:00,2009-01-20,train,,False
001-90761,https://hudoc.echr.coe.int/eng?i=001-90761,20/01/2009 00:00:00,2009-01-20,train,,False
001-90763,https://hudoc.echr.coe.int/eng?i=001-90763,20/01/2009 00:00:00,2009-01-20,train,,False
001-90765,https://hudoc.echr.coe.int/eng?i=001-90765,20/01/2009 00:00:00,2009-01-20,train,,False
001-90767,https://hudoc.echr.coe.int/eng?i=001-90767,20/01/2009 00:00:00,2009-01-20,train,,False
001-90779,https://hudoc.echr.coe.int/eng?i=001-90779,20/01/2009 00:00:00,2009-01-20,train,,False
001-90781,https://hudoc.echr.coe.int/eng?i=001-90781,20/01/2009 00:00:00,2009-01-20,train,,False
001-90783,https://hudoc.echr.coe.int/eng?i=001-90783,20/01/2009 00:00:00,2009-01-20,train,,False
001-90795,https://hudoc.echr.coe.int/eng?i=001-90795,22/01/2009 00:00:00,2009-01-22,train,,False
001-90798,https://hudoc.echr.coe.int/eng?i=001-90798,22/01/2009 00:00:00,2009-01-22,train,,False
001-90800,https://hudoc.echr.coe.int/eng?i=001-90800,22/01/2009 00:00:00,2009-01-22,train,,False
001-90804,https://hudoc.echr.coe.int/eng?i=001-90804,22/01/2009 00:00:00,2009-01-22,train,,False
001-90813,https://hudoc.echr.coe.int/eng?i=001-90813,22/01/2009 00:00:00,2009-01-22,train,,False
001-90815,https://hudoc.echr.coe.int/eng?i=001-90815,22/01/2009 00:00:00,2009-01-22,train,,False
001-90818,https://hudoc.echr.coe.int/eng?i=001-90818,22/01/2009 00:00:00,2009-01-22,train,,False
001-90820,https://hudoc.echr.coe.int/eng?i=001-90820,22/01/2009 00:00:00,2009-01-22,train,,False
001-90931,https://hudoc.echr.coe.int/eng?i=001-90931,27/01/2009 00:00:00,2009-01-27,train,,False
001-90933,https://hudoc.echr.coe.int/eng?i=001-90933,27/01/2009 00:00:00,2009-01-27,train,,False
001-90935,https://hudoc.echr.coe.int/eng?i=001-90935,27/01/2009 00:00:00,2009-01-27,train,,False
001-90937,https://hudoc.echr.coe.int/eng?i=001-90937,27/01/2009 00:00:00,2009-01-27,train,,False
001-90939,https://hudoc.echr.coe.int/eng?i=001-90939,27/01/2009 00:00:00,2009-01-27,train,,False
001-90943,https://hudoc.echr.coe.int/eng?i=001-90943,27/01/2009 00:00:00,2009-01-27,train,,False
001-90963,https://hudoc.echr.coe.int/eng?i=001-90963,27/01/2009 00:00:00,2009-01-27,train,,False
001-90985,https://hudoc.echr.coe.int/eng?i=001-90985,27/01/2009 00:00:00,2009-01-27,train,,False
001-91000,https://hudoc.echr.coe.int/eng?i=001-91000,29/01/2009 00:00:00,2009-01-29,train,,False
001-91003,https://hudoc.echr.coe.int/eng?i=001-91003,29/01/2009 00:00:00,2009-01-29,train,,False
001-91006,https://hudoc.echr.coe.int/eng?i=001-91006,29/01/2009 00:00:00,2009-01-29,train,,False
001-91008,https://hudoc.echr.coe.int/eng?i=001-91008,29/01/2009 00:00:00,2009-01-29,train,,False
001-91010,https://hudoc.echr.coe.int/eng?i=001-91010,29/01/2009 00:00:00,2009-01-29,train,,False
001-91018,https://hudoc.echr.coe.int/eng?i=001-91018,29/01/2009 00:00:00,2009-01-29,train,,False
001-91024,https://hudoc.echr.coe.int/eng?i=001-91024,29/01/2009 00:00:00,2009-01-29,train,,False
001-91026,https://hudoc.echr.coe.int/eng?i=001-91026,29/01/2009 00:00:00,2009-01-29,train,,False
001-91042,https://hudoc.echr.coe.int/eng?i=001-91042,03/02/2009 00:00:00,2009-02-03,train,,False
001-91057,https://hudoc.echr.coe.int/eng?i=001-91057,03/02/2009 00:00:00,2009-02-03,train,,False
001-91059,https://hudoc.echr.coe.int/eng?i=001-91059,03/02/2009 00:00:00,2009-02-03,train,,False
001-91061,https://hudoc.echr.coe.int/eng?i=001-91061,03/02/2009 00:00:00,2009-02-03,train,,False
001-91063,https://hudoc.echr.coe.int/eng?i=001-91063,03/02/2009 00:00:00,2009-02-03,train,,False
001-91088,https://hudoc.echr.coe.int/eng?i=001-91088,03/02/2009 00:00:00,2009-02-03,train,,False
001-91090,https://hudoc.echr.coe.int/eng?i=001-91090,03/02/2009 00:00:00,2009-02-03,train,,False
001-91092,https://hudoc.echr.coe.int/eng?i=001-91092,03/02/2009 00:00:00,2009-02-03,train,,False
001-91094,https://hudoc.echr.coe.int/eng?i=001-91094,03/02/2009 00:00:00,2009-02-03,train,,False
001-91096,https://hudoc.echr.coe.int/eng?i=001-91096,03/02/2009 00:00:00,2009-02-03,train,,False
001-91098,https://hudoc.echr.coe.int/eng?i=001-91098,03/02/2009 00:00:00,2009-02-03,train,,False
001-91100,https://hudoc.echr.coe.int/eng?i=001-91100,03/02/2009 00:00:00,2009-02-03,train,,False
001-91103,https://hudoc.echr.coe.int/eng?i=001-91103,03/02/2009 00:00:00,2009-02-03,train,,False
001-91115,https://hudoc.echr.coe.int/eng?i=001-91115,03/02/2009 00:00:00,2009-02-03,train,,False
001-91117,https://hudoc.echr.coe.int/eng?i=001-91117,03/02/2009 00:00:00,2009-02-03,train,,False
001-91126,https://hudoc.echr.coe.int/eng?i=001-91126,05/02/2009 00:00:00,2009-02-05,train,,False
001-91130,https://hudoc.echr.coe.int/eng?i=001-91130,05/02/2009 00:00:00,2009-02-05,train,,False
001-91132,https://hudoc.echr.coe.int/eng?i=001-91132,05/02/2009 00:00:00,2009-02-05,train,,False
001-91136,https://hudoc.echr.coe.int/eng?i=001-91136,05/02/2009 00:00:00,2009-02-05,train,,False
001-91138,https://hudoc.echr.coe.int/eng?i=001-91138,05/02/2009 00:00:00,2009-02-05,train,,False
001-91144,https://hudoc.echr.coe.int/eng?i=001-91144,05/02/2009 00:00:00,2009-02-05,train,,False
001-91238,https://hudoc.echr.coe.int/eng?i=001-91238,10/02/2009 00:00:00,2009-02-10,train,,False
001-91240,https://hudoc.echr.coe.int/eng?i=001-91240,10/02/2009 00:00:00,2009-02-10,train,,False
001-91242,https://hudoc.echr.coe.int/eng?i=001-91242,10/02/2009 00:00:00,2009-02-10,train,,False
001-91245,https://hudoc.echr.coe.int/eng?i=001-91245,10/02/2009 00:00:00,2009-02-10,train,,False
001-91300,https://hudoc.echr.coe.int/eng?i=001-91300,12/02/2009 00:00:00,2009-02-12,train,,False
001-91302,https://hudoc.echr.coe.int/eng?i=001-91302,12/02/2009 00:00:00,2009-02-12,train,,False
001-91306,https://hudoc.echr.coe.int/eng?i=001-91306,12/02/2009 00:00:00,2009-02-12,train,,False
001-91308,https://hudoc.echr.coe.int/eng?i=001-91308,12/02/2009 00:00:00,2009-02-12,train,,False
001-91312,https://hudoc.echr.coe.int/eng?i=001-91312,12/02/2009 00:00:00,2009-02-12,train,,False
001-91319,https://hudoc.echr.coe.int/eng?i=001-91319,12/02/2009 00:00:00,2009-02-12,train,,False
001-91321,https://hudoc.echr.coe.int/eng?i=001-91321,12/02/2009 00:00:00,2009-02-12,train,,False
001-91323,https://hudoc.echr.coe.int/eng?i=001-91323,12/02/2009 00:00:00,2009-02-12,train,,False
001-91325,https://hudoc.echr.coe.int/eng?i=001-91325,12/02/2009 00:00:00,2009-02-12,train,,False
001-91284,https://hudoc.echr.coe.int/eng?i=001-91284,17/02/2009 00:00:00,2009-02-17,train,,False
001-91290,https://hudoc.echr.coe.int/eng?i=001-91290,17/02/2009 00:00:00,2009-02-17,train,,False
001-91292,https://hudoc.echr.coe.int/eng?i=001-91292,17/02/2009 00:00:00,2009-02-17,train,,False
001-91351,https://hudoc.echr.coe.int/eng?i=001-91351,17/02/2009 00:00:00,2009-02-17,train,,False
001-91353,https://hudoc.echr.coe.int/eng?i=001-91353,17/02/2009 00:00:00,2009-02-17,train,,False
001-91355,https://hudoc.echr.coe.int/eng?i=001-91355,17/02/2009 00:00:00,2009-02-17,train,,False
001-91388,https://hudoc.echr.coe.int/eng?i=001-91388,18/02/2009 00:00:00,2009-02-18,train,,False
001-91360,https://hudoc.echr.coe.int/eng?i=001-91360,19/02/2009 00:00:00,2009-02-19,train,,False
001-91368,https://hudoc.echr.coe.int/eng?i=001-91368,19/02/2009 00:00:00,2009-02-19,train,,False
001-91373,https://hudoc.echr.coe.int/eng?i=001-91373,19/02/2009 00:00:00,2009-02-19,train,,False
001-91376,https://hudoc.echr.coe.int/eng?i=001-91376,19/02/2009 00:00:00,2009-02-19,train,,False
001-91391,https://hudoc.echr.coe.int/eng?i=001-91391,19/02/2009 00:00:00,2009-02-19,train,,False
001-91393,https://hudoc.echr.coe.int/eng?i=001-91393,19/02/2009 00:00:00,2009-02-19,train,,False
001-91395,https://hudoc.echr.coe.int/eng?i=001-91395,19/02/2009 00:00:00,2009-02-19,train,,False
001-91397,https://hudoc.echr.coe.int/eng?i=001-91397,19/02/2009 00:00:00,2009-02-19,train,,False
001-91399,https://hudoc.echr.coe.int/eng?i=001-91399,19/02/2009 00:00:00,2009-02-19,train,,False
001-91401,https://hudoc.echr.coe.int/eng?i=001-91401,19/02/2009 00:00:00,2009-02-19,train,,False
001-91403,https://hudoc.echr.coe.int/eng?i=001-91403,19/02/2009 00:00:00,2009-02-19,train,,False
001-91404,https://hudoc.echr.coe.int/eng?i=001-91404,19/02/2009 00:00:00,2009-02-19,train,,False
001-91415,https://hudoc.echr.coe.int/eng?i=001-91415,19/02/2009 00:00:00,2009-02-19,train,,False
001-91442,https://hudoc.echr.coe.int/eng?i=001-91442,24/02/2009 00:00:00,2009-02-24,train,,False
001-91444,https://hudoc.echr.coe.int/eng?i=001-91444,24/02/2009 00:00:00,2009-02-24,train,,False
001-91475,https://hudoc.echr.coe.int/eng?i=001-91475,24/02/2009 00:00:00,2009-02-24,train,,False
001-91477,https://hudoc.echr.coe.int/eng?i=001-91477,24/02/2009 00:00:00,2009-02-24,train,,False
001-91492,https://hudoc.echr.coe.int/eng?i=001-91492,24/02/2009 00:00:00,2009-02-24,train,,False
001-91497,https://hudoc.echr.coe.int/eng?i=001-91497,24/02/2009 00:00:00,2009-02-24,train,,False
001-91419,https://hudoc.echr.coe.int/eng?i=001-91419,26/02/2009 00:00:00,2009-02-26,train,,False
001-91422,https://hudoc.echr.coe.int/eng?i=001-91422,26/02/2009 00:00:00,2009-02-26,train,,False
001-91424,https://hudoc.echr.coe.int/eng?i=001-91424,26/02/2009 00:00:00,2009-02-26,train,,False
001-91431,https://hudoc.echr.coe.int/eng?i=001-91431,26/02/2009 00:00:00,2009-02-26,train,,False
001-91447,https://hudoc.echr.coe.int/eng?i=001-91447,26/02/2009 00:00:00,2009-02-26,train,,False
001-91501,https://hudoc.echr.coe.int/eng?i=001-91501,26/02/2009 00:00:00,2009-02-26,train,,False
001-91530,https://hudoc.echr.coe.int/eng?i=001-91530,03/03/2009 00:00:00,2009-03-03,train,,False
001-91534,https://hudoc.echr.coe.int/eng?i=001-91534,03/03/2009 00:00:00,2009-03-03,train,,False
