itemid,hudoc_url,split,test_view,test_challenging_view,respondent_state,country_alpha2,judgment_year,gdp_per_capita_current_usd,gdp_constant_2015_usd,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-67340,https://hudoc.echr.coe.int/eng?i=001-67340,train,,False,Ukraine,ua,2004,1401.01806641,97995502972.1,7.24566795368,25.3081874265
001-67344,https://hudoc.echr.coe.int/eng?i=001-67344,train,,False,Netherlands,nl,2004,40611.3414353,678350164554.0,10.6118272756,27.2429294585
001-67346,https://hudoc.echr.coe.int/eng?i=001-67346,train,,False,Turkey,tr,2004,5979.60542161,484375146823.0,8.69627708289,26.9061255402
001-67348,https://hudoc.echr.coe.int/eng?i=001-67348,train,,False,Russian Federation,ru,2004,4102.36474609,987823227181.0,8.31956258591,27.6187695988
001-67350,https://hudoc.echr.coe.int/eng?i=001-67350,train,,False,Hungary,hu,2004,10291.2694721,109020611056.0,9.23914835574,25.4148027936
001-67352,https://hudoc.echr.coe.int/eng?i=001-67352,train,,False,Turkey,tr,2004,5979.60542161,484375146823.0,8.69627708289,26.9061255402
001-67354,https://hudoc.echr.coe.int/eng?i=001-67354,train,,False,Netherlands,nl,2004,40611.3414353,678350164554.0,10.6118272756,27.2429294585
001-67357,https://hudoc.echr.coe.int/eng?i=001-67357,train,,False,Ukraine,ua,2004,1401.01806641,97995502972.1,7.24566795368,25.3081874265
001-67359,https://hudoc.echr.coe.int/eng?i=001-67359,train,,False,Turkey,tr,2004,5979.60542161,484375146823.0,8.69627708289,26.9061255402
001-67392,https://hudoc.echr.coe.int/eng?i=001-67392,train,,False,Turkey,tr,2004,5979.60542161,484375146823.0,8.69627708289,26.9061255402
001-67401,https://hudoc.echr.coe.int/eng?i=001-67401,train,,False,Turkey,tr,2004,5979.60542161,484375146823.0,8.69627708289,26.9061255402
001-67418,https://hudoc.echr.coe.int/eng?i=001-67418,train,,False,France,fr,2004,33644.928222,2166995343500.0,10.4236473239,28.4043626897
001-67420,https://hudoc.echr.coe.int/eng?i=001-67420,train,,False,Italy,it,2004,31348.1901841,1928510465810.0,10.3529437143,28.2877690415
001-67424,https://hudoc.echr.coe.int/eng?i=001-67424,train,,False,Italy,it,2004,31348.1901841,1928510465810.0,10.3529437143,28.2877690415
001-67427,https://hudoc.echr.coe.int/eng?i=001-67427,train,,False,Italy,it,2004,31348.1901841,1928510465810.0,10.3529437143,28.2877690415
001-67432,https://hudoc.echr.coe.int/eng?i=001-67432,train,,False,Italy,it,2004,31348.1901841,1928510465810.0,10.3529437143,28.2877690415
001-67434,https://hudoc.echr.coe.int/eng?i=001-67434,train,,False,Italy,it,2004,31348.1901841,1928510465810.0,10.3529437143,28.2877690415
001-67436,https://hudoc.echr.coe.int/eng?i=001-67436,train,,False,Italy,it,2004,31348.1901841,1928510465810.0,10.3529437143,28.2877690415
001-67457,https://hudoc.echr.coe.int/eng?i=001-67457,train,,False,Finland,fi,2004,37768.1334202,217083963685.0,10.5392474718,26.1035500451
001-67462,https://hudoc.echr.coe.int/eng?i=001-67462,train,,False,Slovakia,sk,2004,10650.1290097,57581226217.4,9.27342117582,24.7764624178
001-67466,https://hudoc.echr.coe.int/eng?i=001-67466,train,,False,United Kingdom,gb,2004,40504.4118104,2545576004980.0,10.6091908691,28.5653780684
001-67468,https://hudoc.echr.coe.int/eng?i=001-67468,train,,False,United Kingdom,gb,2004,40504.4118104,2545576004980.0,10.6091908691,28.5653780684
001-67470,https://hudoc.echr.coe.int/eng?i=001-67470,train,,False,United Kingdom,gb,2004,40504.4118104,2545576004980.0,10.6091908691,28.5653780684
001-67472,https://hudoc.echr.coe.int/eng?i=001-67472,train,,False,United Kingdom,gb,2004,40504.4118104,2545576004980.0,10.6091908691,28.5653780684
001-67475,https://hudoc.echr.coe.int/eng?i=001-67475,train,,False,Finland,fi,2004,37768.1334202,217083963685.0,10.5392474718,26.1035500451
001-67478,https://hudoc.echr.coe.int/eng?i=001-67478,train,,False,Spain,es,2004,24925.0267845,1108471271900.0,10.1236677889,27.7340029495
001-67482,https://hudoc.echr.coe.int/eng?i=001-67482,train,,False,Turkey,tr,2004,5979.60542161,484375146823.0,8.69627708289,26.9061255402
001-67506,https://hudoc.echr.coe.int/eng?i=001-67506,train,,False,Russian Federation,ru,2004,4102.36474609,987823227181.0,8.31956258591,27.6187695988
001-67521,https://hudoc.echr.coe.int/eng?i=001-67521,train,,False,Russian Federation,ru,2004,4102.36474609,987823227181.0,8.31956258591,27.6187695988
001-67538,https://hudoc.echr.coe.int/eng?i=001-67538,train,,False,Russian Federation,ru,2004,4102.36474609,987823227181.0,8.31956258591,27.6187695988
001-67578,https://hudoc.echr.coe.int/eng?i=001-67578,train,,False,Ukraine,ua,2004,1401.01806641,97995502972.1,7.24566795368,25.3081874265
001-67580,https://hudoc.echr.coe.int/eng?i=001-67580,train,,False,Ukraine,ua,2004,1401.01806641,97995502972.1,7.24566795368,25.3081874265
001-67582,https://hudoc.echr.coe.int/eng?i=001-67582,train,,False,Turkey,tr,2004,5979.60542161,484375146823.0,8.69627708289,26.9061255402
001-67584,https://hudoc.echr.coe.int/eng?i=001-67584,train,,False,Russian Federation,ru,2004,4102.36474609,987823227181.0,8.31956258591,27.6187695988
001-67649,https://hudoc.echr.coe.int/eng?i=001-67649,train,,False,Russian Federation,ru,2004,4102.36474609,987823227181.0,8.31956258591,27.6187695988
001-67713,https://hudoc.echr.coe.int/eng?i=001-67713,train,,False,Czechia,cz,2004,11782.5546676,145406922288.0,9.37446016615,25.7028020095
001-67795,https://hudoc.echr.coe.int/eng?i=001-67795,train,,False,Bulgaria,bg,2004,3389.6874336,37425778712.9,8.12878796259,24.3456255744
001-67816,https://hudoc.echr.coe.int/eng?i=001-67816,train,,False,Romania,ro,2004,3494.99056449,128895841499.0,8.15937203783,25.5822704849
001-67745,https://hudoc.echr.coe.int/eng?i=001-67745,train,,False,"Moldova, Republic of",md,2004,897.178494749,5158371415.98,6.80036881776,22.3638867498
001-67756,https://hudoc.echr.coe.int/eng?i=001-67756,train,,False,Ukraine,ua,2004,1401.01806641,97995502972.1,7.24566795368,25.3081874265
001-67760,https://hudoc.echr.coe.int/eng?i=001-67760,train,,False,Turkey,tr,2004,5979.60542161,484375146823.0,8.69627708289,26.9061255402
001-67762,https://hudoc.echr.coe.int/eng?i=001-67762,train,,False,Czechia,cz,2004,11782.5546676,145406922288.0,9.37446016615,25.7028020095
001-67765,https://hudoc.echr.coe.int/eng?i=001-67765,train,,False,Turkey,tr,2004,5979.60542161,484375146823.0,8.69627708289,26.9061255402
001-67768,https://hudoc.echr.coe.int/eng?i=001-67768,train,,False,Poland,pl,2004,6711.72715263,317805438387.0,8.81176057849,26.4847052035
001-67875,https://hudoc.echr.coe.int/eng?i=001-67875,train,,False,Austria,at,2004,36614.2506534,329602607297.0,10.5082201171,26.5211535454
001-67897,https://hudoc.echr.coe.int/eng?i=001-67897,train,,False,Bulgaria,bg,2004,3389.6874336,37425778712.9,8.12878796259,24.3456255744
001-67906,https://hudoc.echr.coe.int/eng?i=001-67906,train,,False,France,fr,2004,33644.928222,2166995343500.0,10.4236473239,28.4043626897
001-67915,https://hudoc.echr.coe.int/eng?i=001-67915,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-67917,https://hudoc.echr.coe.int/eng?i=001-67917,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-67930,https://hudoc.echr.coe.int/eng?i=001-67930,train,,False,Italy,it,2005,32062.7238337,1943213635520.0,10.3754805714,28.2953642317
001-67948,https://hudoc.echr.coe.int/eng?i=001-67948,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-67950,https://hudoc.echr.coe.int/eng?i=001-67950,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-67961,https://hudoc.echr.coe.int/eng?i=001-67961,train,,False,Belgium,be,2005,36809.7013404,404948883847.0,10.5135438792,26.7270266834
001-67980,https://hudoc.echr.coe.int/eng?i=001-67980,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-67982,https://hudoc.echr.coe.int/eng?i=001-67982,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-67984,https://hudoc.echr.coe.int/eng?i=001-67984,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-67988,https://hudoc.echr.coe.int/eng?i=001-67988,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-67990,https://hudoc.echr.coe.int/eng?i=001-67990,train,,False,"Moldova, Republic of",md,2005,1034.39197747,5545249279.88,6.9425353562,22.4362074127
001-67992,https://hudoc.echr.coe.int/eng?i=001-67992,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-68067,https://hudoc.echr.coe.int/eng?i=001-68067,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68077,https://hudoc.echr.coe.int/eng?i=001-68077,train,,False,Sweden,se,2005,43378.4077394,417073066880.0,10.6777401314,26.7565272637
001-68084,https://hudoc.echr.coe.int/eng?i=001-68084,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68097,https://hudoc.echr.coe.int/eng?i=001-68097,train,,False,France,fr,2005,34696.3718317,2207920477340.0,10.4544192233,28.423072228
001-68098,https://hudoc.echr.coe.int/eng?i=001-68098,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-68110,https://hudoc.echr.coe.int/eng?i=001-68110,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-68112,https://hudoc.echr.coe.int/eng?i=001-68112,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-68114,https://hudoc.echr.coe.int/eng?i=001-68114,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-68116,https://hudoc.echr.coe.int/eng?i=001-68116,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-68119,https://hudoc.echr.coe.int/eng?i=001-68119,train,,False,"Moldova, Republic of",md,2005,1034.39197747,5545249279.88,6.9425353562,22.4362074127
001-68152,https://hudoc.echr.coe.int/eng?i=001-68152,train,,False,Austria,at,2005,38157.3702286,337250591306.0,10.5495004158,26.5440920854
001-68158,https://hudoc.echr.coe.int/eng?i=001-68158,train,,False,Austria,at,2005,38157.3702286,337250591306.0,10.5495004158,26.5440920854
001-68166,https://hudoc.echr.coe.int/eng?i=001-68166,train,,False,Austria,at,2005,38157.3702286,337250591306.0,10.5495004158,26.5440920854
001-68175,https://hudoc.echr.coe.int/eng?i=001-68175,train,,False,Romania,ro,2005,4618.00350803,134912890211.0,8.43793426991,25.6278951494
001-68148,https://hudoc.echr.coe.int/eng?i=001-68148,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68178,https://hudoc.echr.coe.int/eng?i=001-68178,train,,False,Sweden,se,2005,43378.4077394,417073066880.0,10.6777401314,26.7565272637
001-68226,https://hudoc.echr.coe.int/eng?i=001-68226,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68224,https://hudoc.echr.coe.int/eng?i=001-68224,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-68229,https://hudoc.echr.coe.int/eng?i=001-68229,train,,False,Estonia,ee,2005,10414.6381184,19920094036.4,9.25106362098,23.7149948098
001-68231,https://hudoc.echr.coe.int/eng?i=001-68231,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-68234,https://hudoc.echr.coe.int/eng?i=001-68234,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-68366,https://hudoc.echr.coe.int/eng?i=001-68366,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68368,https://hudoc.echr.coe.int/eng?i=001-68368,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68379,https://hudoc.echr.coe.int/eng?i=001-68379,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68381,https://hudoc.echr.coe.int/eng?i=001-68381,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68393,https://hudoc.echr.coe.int/eng?i=001-68393,train,,False,Austria,at,2005,38157.3702286,337250591306.0,10.5495004158,26.5440920854
001-68394,https://hudoc.echr.coe.int/eng?i=001-68394,train,,False,Lithuania,lt,2005,7857.03148786,32204827116.6,8.96929140722,24.1953821887
001-68398,https://hudoc.echr.coe.int/eng?i=001-68398,train,,False,Germany,de,2005,35084.4363546,2970886268370.0,10.4655414047,28.7198814311
001-68407,https://hudoc.echr.coe.int/eng?i=001-68407,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68409,https://hudoc.echr.coe.int/eng?i=001-68409,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68412,https://hudoc.echr.coe.int/eng?i=001-68412,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68413,https://hudoc.echr.coe.int/eng?i=001-68413,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68415,https://hudoc.echr.coe.int/eng?i=001-68415,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68419,https://hudoc.echr.coe.int/eng?i=001-68419,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68423,https://hudoc.echr.coe.int/eng?i=001-68423,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-78989,https://hudoc.echr.coe.int/eng?i=001-78989,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-68504,https://hudoc.echr.coe.int/eng?i=001-68504,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68506,https://hudoc.echr.coe.int/eng?i=001-68506,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68509,https://hudoc.echr.coe.int/eng?i=001-68509,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68512,https://hudoc.echr.coe.int/eng?i=001-68512,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68516,https://hudoc.echr.coe.int/eng?i=001-68516,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68541,https://hudoc.echr.coe.int/eng?i=001-68541,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68548,https://hudoc.echr.coe.int/eng?i=001-68548,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-68562,https://hudoc.echr.coe.int/eng?i=001-68562,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68578,https://hudoc.echr.coe.int/eng?i=001-68578,train,,False,Finland,fi,2005,39049.870378,223113056548.0,10.5726204438,26.13094446
001-68580,https://hudoc.echr.coe.int/eng?i=001-68580,train,,False,"Moldova, Republic of",md,2005,1034.39197747,5545249279.88,6.9425353562,22.4362074127
001-68582,https://hudoc.echr.coe.int/eng?i=001-68582,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-68601,https://hudoc.echr.coe.int/eng?i=001-68601,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68608,https://hudoc.echr.coe.int/eng?i=001-68608,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68616,https://hudoc.echr.coe.int/eng?i=001-68616,train,,False,Austria,at,2005,38157.3702286,337250591306.0,10.5495004158,26.5440920854
001-68625,https://hudoc.echr.coe.int/eng?i=001-68625,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-68632,https://hudoc.echr.coe.int/eng?i=001-68632,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
001-68644,https://hudoc.echr.coe.int/eng?i=001-68644,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68648,https://hudoc.echr.coe.int/eng?i=001-68648,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68650,https://hudoc.echr.coe.int/eng?i=001-68650,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-68670,https://hudoc.echr.coe.int/eng?i=001-68670,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68673,https://hudoc.echr.coe.int/eng?i=001-68673,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
001-68711,https://hudoc.echr.coe.int/eng?i=001-68711,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68717,https://hudoc.echr.coe.int/eng?i=001-68717,train,,False,Hungary,hu,2005,11212.2046969,113708806061.0,9.32484735361,25.4569066847
001-68719,https://hudoc.echr.coe.int/eng?i=001-68719,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68721,https://hudoc.echr.coe.int/eng?i=001-68721,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68723,https://hudoc.echr.coe.int/eng?i=001-68723,train,,False,Hungary,hu,2005,11212.2046969,113708806061.0,9.32484735361,25.4569066847
001-68732,https://hudoc.echr.coe.int/eng?i=001-68732,train,,False,Lithuania,lt,2005,7857.03148786,32204827116.6,8.96929140722,24.1953821887
001-68734,https://hudoc.echr.coe.int/eng?i=001-68734,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-68736,https://hudoc.echr.coe.int/eng?i=001-68736,train,,False,Austria,at,2005,38157.3702286,337250591306.0,10.5495004158,26.5440920854
001-68749,https://hudoc.echr.coe.int/eng?i=001-68749,train,,False,Lithuania,lt,2005,7857.03148786,32204827116.6,8.96929140722,24.1953821887
001-68754,https://hudoc.echr.coe.int/eng?i=001-68754,train,,False,Malta,mt,2005,15831.3440487,7318792018.88,9.66981021827,22.7137111267
001-68775,https://hudoc.echr.coe.int/eng?i=001-68775,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68790,https://hudoc.echr.coe.int/eng?i=001-68790,train,,False,Georgia,ge,2005,1642.78359415,9059975319.6,7.40475593322,22.927132233
001-68838,https://hudoc.echr.coe.int/eng?i=001-68838,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68840,https://hudoc.echr.coe.int/eng?i=001-68840,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68842,https://hudoc.echr.coe.int/eng?i=001-68842,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68844,https://hudoc.echr.coe.int/eng?i=001-68844,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68846,https://hudoc.echr.coe.int/eng?i=001-68846,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68862,https://hudoc.echr.coe.int/eng?i=001-68862,train,,False,Italy,it,2005,32062.7238337,1943213635520.0,10.3754805714,28.2953642317
001-68882,https://hudoc.echr.coe.int/eng?i=001-68882,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-68884,https://hudoc.echr.coe.int/eng?i=001-68884,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-68886,https://hudoc.echr.coe.int/eng?i=001-68886,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68920,https://hudoc.echr.coe.int/eng?i=001-68920,train,,False,Germany,de,2005,35084.4363546,2970886268370.0,10.4655414047,28.7198814311
001-68922,https://hudoc.echr.coe.int/eng?i=001-68922,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-68928,https://hudoc.echr.coe.int/eng?i=001-68928,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-68940,https://hudoc.echr.coe.int/eng?i=001-68940,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
001-68953,https://hudoc.echr.coe.int/eng?i=001-68953,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68956,https://hudoc.echr.coe.int/eng?i=001-68956,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-68959,https://hudoc.echr.coe.int/eng?i=001-68959,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-69022,https://hudoc.echr.coe.int/eng?i=001-69022,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69030,https://hudoc.echr.coe.int/eng?i=001-69030,train,,False,Czechia,cz,2005,13442.4916284,154676655550.0,9.50625037412,25.7646026817
001-69033,https://hudoc.echr.coe.int/eng?i=001-69033,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-69035,https://hudoc.echr.coe.int/eng?i=001-69035,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-69037,https://hudoc.echr.coe.int/eng?i=001-69037,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-69039,https://hudoc.echr.coe.int/eng?i=001-69039,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-69041,https://hudoc.echr.coe.int/eng?i=001-69041,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-69091,https://hudoc.echr.coe.int/eng?i=001-69091,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69095,https://hudoc.echr.coe.int/eng?i=001-69095,train,,False,Liechtenstein,li,2005,105295.057028,5433337022.23,11.5645312523,22.4158193352
001-69116,https://hudoc.echr.coe.int/eng?i=001-69116,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69120,https://hudoc.echr.coe.int/eng?i=001-69120,train,,False,Romania,ro,2005,4618.00350803,134912890211.0,8.43793426991,25.6278951494
001-69126,https://hudoc.echr.coe.int/eng?i=001-69126,train,,False,"Moldova, Republic of",md,2005,1034.39197747,5545249279.88,6.9425353562,22.4362074127
001-69131,https://hudoc.echr.coe.int/eng?i=001-69131,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-69133,https://hudoc.echr.coe.int/eng?i=001-69133,train,,False,Czechia,cz,2005,13442.4916284,154676655550.0,9.50625037412,25.7646026817
001-69139,https://hudoc.echr.coe.int/eng?i=001-69139,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69161,https://hudoc.echr.coe.int/eng?i=001-69161,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
001-69165,https://hudoc.echr.coe.int/eng?i=001-69165,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
001-69167,https://hudoc.echr.coe.int/eng?i=001-69167,train,,False,Austria,at,2005,38157.3702286,337250591306.0,10.5495004158,26.5440920854
001-69196,https://hudoc.echr.coe.int/eng?i=001-69196,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69202,https://hudoc.echr.coe.int/eng?i=001-69202,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69204,https://hudoc.echr.coe.int/eng?i=001-69204,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-69206,https://hudoc.echr.coe.int/eng?i=001-69206,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69208,https://hudoc.echr.coe.int/eng?i=001-69208,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69210,https://hudoc.echr.coe.int/eng?i=001-69210,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-69212,https://hudoc.echr.coe.int/eng?i=001-69212,train,,False,Finland,fi,2005,39049.870378,223113056548.0,10.5726204438,26.13094446
001-69214,https://hudoc.echr.coe.int/eng?i=001-69214,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69216,https://hudoc.echr.coe.int/eng?i=001-69216,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69236,https://hudoc.echr.coe.int/eng?i=001-69236,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69239,https://hudoc.echr.coe.int/eng?i=001-69239,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69243,https://hudoc.echr.coe.int/eng?i=001-69243,train,,False,Austria,at,2005,38157.3702286,337250591306.0,10.5495004158,26.5440920854
001-69261,https://hudoc.echr.coe.int/eng?i=001-69261,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-69266,https://hudoc.echr.coe.int/eng?i=001-69266,train,,False,Czechia,cz,2005,13442.4916284,154676655550.0,9.50625037412,25.7646026817
001-69313,https://hudoc.echr.coe.int/eng?i=001-69313,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-69315,https://hudoc.echr.coe.int/eng?i=001-69315,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69321,https://hudoc.echr.coe.int/eng?i=001-69321,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69323,https://hudoc.echr.coe.int/eng?i=001-69323,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69354,https://hudoc.echr.coe.int/eng?i=001-69354,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69356,https://hudoc.echr.coe.int/eng?i=001-69356,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-69374,https://hudoc.echr.coe.int/eng?i=001-69374,train,,False,Germany,de,2005,35084.4363546,2970886268370.0,10.4655414047,28.7198814311
001-69391,https://hudoc.echr.coe.int/eng?i=001-69391,train,,False,Latvia,lv,2005,7283.78738128,22625890637.9,8.89354353238,23.842360691
001-69392,https://hudoc.echr.coe.int/eng?i=001-69392,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69396,https://hudoc.echr.coe.int/eng?i=001-69396,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
