itemid,y_amount_eur,y_binary
001-82288,0.0,0
001-82301,13500.0,1
001-82305,2800.0,1
001-82309,12500.0,1
001-82311,3500.0,1
001-82319,5000.0,1
001-82321,2000.0,1
001-82323,2600.0,1
001-82331,2000.0,1
001-82377,5000.0,1
001-82380,2000.0,1
001-82382,2000.0,1
001-82425,3000.0,1
001-82431,3200.0,1
001-82435,3000.0,1
001-82443,4600.0,1
001-82451,1600.0,1
001-82453,1500.0,1
001-82483,9500.0,1
001-82485,0.0,0
001-82494,14000.0,1
001-82496,500.0,1
001-82501,7000.0,1
001-82503,5000.0,1
001-82506,8000.0,1
001-82544,50000.0,1
001-82546,50000.0,1
001-82548,40000.0,1
001-82552,2200.0,1
001-82559,0.0,0
001-82560,7000.0,1
001-82568,900.0,1
001-82581,3700.0,1
001-82585,3000.0,1
001-82587,1000.0,1
001-82591,13000.0,1
001-82593,13000.0,1
001-82595,2700.0,1
001-82597,3000.0,1
001-82599,1500.0,1
001-82601,0.0,0
001-82605,4000.0,1
001-82610,7000.0,1
001-82612,6000.0,1
001-82614,3500.0,1
001-82632,5000.0,1
001-82654,40000.0,1
001-82656,3000.0,1
001-82724,3000.0,1
001-82726,5000.0,1
001-82728,1000.0,1
001-82730,8000.0,1
001-82732,2000.0,1
001-82734,3000.0,1
001-82736,1200.0,1
001-82738,1400.0,1
001-82740,1400.0,1
001-82742,2000.0,1
001-82744,1000.0,1
001-82746,800.0,1
001-82748,0.0,0
001-82750,2000.0,1
001-82752,1600.0,1
001-82754,0.0,0
001-82816,1000.0,1
001-82818,2500.0,1
001-82820,1000.0,1
001-82825,1000.0,1
001-82829,3800.0,1
001-82877,14000.0,1
001-82885,9600.0,1
001-82887,20000.0,1
001-82889,7860.0,1
001-82891,30000.0,1
001-82893,9600.0,1
001-82895,3000.0,1
001-82897,4000.0,1
001-82899,3000.0,1
001-82901,400.0,1
001-82903,1500.0,1
001-82913,2000.0,1
001-82915,6000.0,1
001-82917,3000.0,1
001-82919,7000.0,1
001-82921,10500.0,1
001-82923,800.0,1
001-82946,4000.0,1
001-82949,0.0,0
001-82951,2800.0,1
001-82960,1560.0,1
001-82966,3300.0,1
001-82973,0.0,0
001-82975,2800.0,1
001-82977,0.0,0
001-82983,600.0,1
001-82987,10000.0,1
001-82991,0.0,0
001-82995,0.0,0
001-83008,10000.0,1
001-83010,4800.0,1
001-83012,8000.0,1
001-83070,1500.0,1
001-83076,0.0,0
001-83081,9000.0,1
001-83083,8800.0,1
001-83085,12000.0,1
001-83087,1000.0,1
001-83089,1000.0,1
001-83029,0.0,0
001-83035,1500.0,1
001-83039,5000.0,1
001-83043,2000.0,1
001-83046,0.0,0
001-83116,2300.0,1
001-83120,0.0,0
001-83131,900.0,1
001-83153,0.0,0
001-83239,1000.0,1
001-83241,2000.0,1
001-83243,600.0,1
001-83251,2000.0,1
001-83256,4000.0,1
001-83265,35000.0,1
001-83267,5000.0,1
001-83269,10000.0,1
001-83271,2000.0,1
001-83273,15000.0,1
001-83278,35000.0,1
001-83282,2000.0,1
001-83284,5700.0,1
001-83286,3600.0,1
001-83288,2000.0,1
001-83290,700.0,1
001-83294,5000.0,1
001-83297,3000.0,1
001-83301,800.0,1
001-83303,2400.0,1
001-83312,600.0,1
001-83329,0.0,0
001-83331,6500.0,1
001-83337,0.0,0
001-83369,0.0,0
001-83372,1500.0,1
001-83374,7500.0,1
001-83386,3000.0,1
001-83390,1200.0,1
001-83392,8000.0,1
001-83394,32880.0,1
001-83396,5000.0,1
001-83398,2500.0,1
001-83400,0.0,0
001-83402,3000.0,1
001-83404,0.0,0
001-83411,2500.0,1
001-83417,2000.0,1
001-83425,1000.0,1
001-83434,600.0,1
001-83445,0.0,0
001-83447,1200.0,1
001-83450,2400.0,1
001-83452,8000.0,1
001-83454,0.0,0
001-83458,6400.0,1
001-83460,8000.0,1
001-83462,5000.0,1
001-83466,4000.0,1
001-83468,3600.0,1
001-83470,5000.0,1
001-83472,5000.0,1
001-83474,3000.0,1
001-83476,6000.0,1
001-83478,0.0,0
001-83480,5000.0,1
001-83482,5000.0,1
001-83484,9000.0,1
001-83486,4000.0,1
001-83527,10000.0,1
001-83537,5000.0,1
001-83541,1200.0,1
001-83573,10000.0,1
001-83578,60000.0,1
001-83580,6000.0,1
001-83588,12000.0,1
001-83590,3200.0,1
001-83592,0.0,0
001-83594,22200.0,1
001-83597,1815.0,1
001-83599,2000.0,1
001-83601,3900.0,1
001-83603,3900.0,1
001-83610,0.0,0
001-83613,0.0,0
001-83615,12000.0,1
001-83617,4800.0,1
001-83619,11100.0,1
001-83621,15000.0,1
001-83625,0.0,0
001-83627,0.0,0
001-83632,2000.0,1
001-83745,0.0,0
001-83747,1200.0,1
001-83749,800.0,1
001-83788,5000.0,1
001-83811,2000.0,1
001-83817,15000.0,1
001-83824,6000.0,1
001-83828,500.0,1
001-83830,1000.0,1
001-83832,1200.0,1
001-83836,3000.0,1
001-83838,3500.0,1
001-83846,3500.0,1
001-83848,0.0,0
001-83850,3100.0,1
001-83858,2000.0,1
001-83864,12000.0,1
001-83873,2500.0,1
001-83877,0.0,0
001-83879,6500.0,1
001-83882,20000.0,1
001-83921,1000.0,1
001-83927,12500.0,1
001-83955,0.0,0
001-83959,5000.0,1
001-83961,7500.0,1
001-83963,3500.0,1
001-83965,5000.0,1
001-83969,500.0,1
001-83975,3200.0,1
001-83977,1000.0,1
001-83979,4200.0,1
001-83983,1500.0,1
001-83992,5000.0,1
001-83993,2400.0,1
001-83995,2000.0,1
001-84001,2900.0,1
001-84028,5000.0,1
001-84030,16000.0,1
001-84032,4350.0,1
001-84034,1800.0,1
001-84036,3000.0,1
001-84038,1000.0,1
001-84040,12000.0,1
001-84042,5500.0,1
001-84048,3500.0,1
001-84054,0.0,0
001-84106,6000.0,1
001-84108,500.0,1
001-84110,0.0,0
001-84112,20000.0,1
001-84117,1200.0,1
001-84123,4000.0,1
001-84127,5000.0,1
001-84131,3900.0,1
001-84259,2000.0,1
001-84262,4800.0,1
001-84266,900.0,1
001-84268,2500.0,1
001-84271,500.0,1
001-84274,2000.0,1
001-84277,23500.0,1
001-84281,1800.0,1
001-84283,0.0,0
001-84285,0.0,0
001-84289,1000.0,1
001-84291,0.0,0
001-84293,7000.0,1
001-84295,19800.0,1
001-84308,0.0,0
001-84313,1500.0,1
001-84322,12000.0,1
001-84334,8000.0,1
001-84336,0.0,0
001-84360,3000.0,1
001-84361,0.0,0
001-84365,7000.0,1
001-84367,500.0,1
001-84369,3600.0,1
001-84371,1800.0,1
001-84373,0.0,0
001-84375,1500.0,1
001-84377,0.0,0
001-84379,5500.0,1
001-84421,0.0,0
001-84438,8000.0,1
001-84440,11200.0,1
001-84446,20700.0,1
001-84450,100000.0,1
001-84452,0.0,0
001-84456,30565.0,1
001-84461,1000.0,1
001-84467,2700.0,1
001-84471,20000.0,1
001-84473,0.0,0
001-84475,1000.0,1
001-84482,2000.0,1
001-84533,353700.0,1
001-84571,10000.0,1
001-84572,3000.0,1
001-84576,0.0,0
001-84578,3500.0,1
001-84580,0.0,0
001-84582,0.0,0
001-84586,500.0,1
001-84588,1500.0,1
001-84591,3400.0,1
001-84593,0.0,0
001-84618,0.0,0
001-84621,4800.0,1
001-84667,30000.0,1
001-84670,70000.0,1
001-84672,2100.0,1
001-84674,0.0,0
001-84682,3000.0,1
001-84684,500.0,1
001-84690,3900.0,1
001-84709,0.0,0
001-84724,2000.0,1
001-84733,1000.0,1
001-84738,2000.0,1
001-84741,500.0,1
001-84743,9826.0,1
001-84745,9600.0,1
001-84747,500.0,1
001-84749,6000.0,1
001-84752,1500.0,1
001-84756,6000.0,1
001-84805,0.0,0
001-84807,0.0,0
001-84809,2000.0,1
001-84811,1000.0,1
001-84813,2000.0,1
001-84815,0.0,0
001-84817,500.0,1
001-84819,5000.0,1
001-84821,2000.0,1
001-84824,2000.0,1
001-84826,1800.0,1
001-84828,0.0,0
001-84836,0.0,0
001-84846,2300.0,1
001-84850,12800.0,1
001-84852,2500.0,1
001-84854,7917.0,1
001-84856,8000.0,1
001-84935,30000.0,1
001-84885,500.0,1
001-84891,4000.0,1
001-84896,5000.0,1
001-84923,2700.0,1
001-84927,8900.0,1
001-84961,200.0,1
001-84966,1000.0,1
001-84968,4000.0,1
001-84970,5000.0,1
001-84971,5000.0,1
001-84977,1200.0,1
001-85000,8400.0,1
001-85002,2500.0,1
001-85004,1000.0,1
001-85010,3000.0,1
001-85012,10000.0,1
001-85016,10000.0,1
001-85019,0.0,0
001-85078,3000.0,1
001-85079,7000.0,1
001-85084,0.0,0
001-85087,3000.0,1
001-85097,1200.0,1
001-85099,1000.0,1
001-85105,2000.0,1
001-85107,1000.0,1
001-85118,1000.0,1
001-85124,2000.0,1
001-85131,318500.0,1
001-85167,9000.0,1
001-85169,10000.0,1
001-85195,8000.0,1
001-85202,3900.0,1
001-85262,7000.0,1
001-85276,0.0,0
001-85297,2000.0,1
001-85302,6000.0,1
001-85304,5000.0,1
001-85306,11200.0,1
001-85308,15000.0,1
001-85310,2800.0,1
001-85312,0.0,0
001-85334,6000.0,1
001-85338,3200.0,1
001-85349,8600.0,1
001-85351,0.0,0
001-85354,0.0,0
001-85357,3900.0,1
001-85361,3100.0,1
001-85458,3500.0,1
001-85460,3300.0,1
001-85464,8000.0,1
001-85467,0.0,0
001-85470,30000.0,1
001-85472,4500.0,1
001-85482,0.0,0
001-85484,5000.0,1
001-85487,10000.0,1
001-85489,1000.0,1
001-85436,85000.0,1
001-85442,75000.0,1
001-85444,8800.0,1
001-85449,3600.0,1
001-85532,4000.0,1
001-85534,3500.0,1
001-85553,6000.0,1
001-85555,0.0,0
001-85559,1000.0,1
001-85561,8000.0,1
001-85563,8000.0,1
001-85565,3000.0,1
001-85569,3000.0,1
001-85571,3900.0,1
001-85575,4700.0,1
001-85579,3000.0,1
001-85581,3900.0,1
001-85583,2000.0,1
001-85609,3000.0,1
001-85654,3500.0,1
001-85656,12800.0,1
001-85658,0.0,0
001-85661,0.0,0
001-85665,0.0,0
001-85667,0.0,0
001-85669,1000.0,1
001-85671,0.0,0
001-85675,5600.0,1
001-85677,600.0,1
001-85679,6000.0,1
001-85681,0.0,0
001-85683,1000.0,1
001-85687,1600.0,1
001-85689,1500.0,1
001-85691,0.0,0
001-85695,3100.0,1
001-85722,7000.0,1
001-85724,6000.0,1
001-85728,0.0,0
001-85730,3000.0,1
001-85763,10000.0,1
001-85765,6000.0,1
001-85767,20000.0,1
001-85769,3500.0,1
001-85771,13500.0,1
001-85773,0.0,0
001-85775,0.0,0
001-85777,2000.0,1
001-85779,2000.0,1
001-85781,2000.0,1
001-85786,1500.0,1
001-85788,0.0,0
001-85790,0.0,0
001-85828,15000.0,1
001-85831,0.0,0
001-85833,4000.0,1
001-86003,3500.0,1
001-86006,7500.0,1
001-86008,1200.0,1
001-86022,3000.0,1
001-86026,3000.0,1
001-86028,0.0,0
001-86030,5000.0,1
001-86032,0.0,0
001-86036,2000.0,1
001-86038,5000.0,1
001-86041,52800.0,1
001-86043,2500.0,1
001-86050,2600.0,1
001-86052,1500.0,1
001-86064,200.0,1
001-86071,2000.0,1
001-86073,0.0,0
001-86086,195000.0,1
001-86093,22000.0,1
001-86088,0.0,0
001-86103,500.0,1
001-86105,2000.0,1
001-86107,11200.0,1
001-86109,3100.0,1
001-86111,0.0,0
001-86113,70000.0,1
001-86115,3000.0,1
001-86189,750.0,1
001-86227,1000.0,1
001-86228,8000.0,1
001-86229,0.0,0
001-86231,2800.0,1
001-86233,2000.0,1
001-86255,4000.0,1
001-86175,0.0,0
001-86218,70000.0,1
001-86220,2000.0,1
001-86222,5000.0,1
001-86224,5000.0,1
001-86249,2000.0,1
001-86251,2600.0,1
001-86253,0.0,0
001-86266,1800.0,1
001-86275,6000.0,1
001-86280,8000.0,1
001-86283,800.0,1
001-86286,2000.0,1
001-86292,2000.0,1
001-86298,10000.0,1
001-86339,500.0,1
001-86341,0.0,0
001-86343,0.0,0
001-86345,0.0,0
001-86348,1000.0,1
001-86350,0.0,0
001-86352,4000.0,1
001-86355,1000.0,1
001-86357,0.0,0
001-86359,3500.0,1
001-86362,6000.0,1
001-86364,1500.0,1
001-86366,1400.0,1
001-86368,1000.0,1
001-86423,5000.0,1
001-86425,7000.0,1
001-86436,3000.0,1
001-86439,5000.0,1
001-86449,1000.0,1
001-86452,2500.0,1
001-86454,4000.0,1
001-86461,4500.0,1
001-86480,4800.0,1
001-86533,12000.0,1
001-86552,3000.0,1
001-86579,800.0,1
001-86581,1100.0,1
001-86588,2100.0,1
001-86592,3200.0,1
001-86595,1400.0,1
001-86597,1200.0,1
001-86599,3000.0,1
001-86605,165000.0,1
001-86607,35000.0,1
001-86610,36000.0,1
001-86611,70000.0,1
001-86612,70000.0,1
001-86678,1000.0,1
001-86681,1000.0,1
001-86683,1000.0,1
001-86685,3650.0,1
001-86687,1000.0,1
001-86720,0.0,0
001-86729,1000.0,1
001-86789,1000.0,1
001-86798,66000.0,1
001-86853,1000.0,1
001-86859,1600.0,1
001-86861,5000.0,1
001-86863,0.0,0
001-86867,30000.0,1
001-86869,2500.0,1
001-86871,2400.0,1
001-86875,4000.0,1
001-86877,35000.0,1
001-86881,2400.0,1
001-86883,35000.0,1
001-86885,0.0,0
001-86889,0.0,0
001-86891,800.0,1
001-86893,0.0,0
001-86895,2700.0,1
001-86897,3000.0,1
001-86899,0.0,0
001-86901,800.0,1
001-86903,3200.0,1
001-86905,0.0,0
001-86941,1200.0,1
001-86945,71000.0,1
001-86947,2600.0,1
001-86949,1000.0,1
001-86953,1600.0,1
001-86959,5000.0,1
001-86961,10000.0,1
001-87280,0.0,0
001-86978,6000.0,1
001-86982,2000.0,1
001-86986,1000.0,1
001-87003,20000.0,1
001-87005,3000.0,1
001-87007,10000.0,1
001-87045,12000.0,1
001-87056,0.0,0
001-87076,2000.0,1
001-87078,2000.0,1
001-87094,0.0,0
001-87096,4400.0,1
001-87108,1300.0,1
001-87112,600.0,1
001-87114,5000.0,1
001-87116,0.0,0
001-87132,15000.0,1
001-87156,3000.0,1
001-87140,0.0,0
001-87144,50000.0,1
001-87146,135000.0,1
001-87175,0.0,0
001-87187,2600.0,1
001-87189,0.0,0
001-87227,75000.0,1
001-87229,1000.0,1
001-87234,1000.0,1
001-87237,5000.0,1
001-87242,3900.0,1
001-87244,0.0,0
001-87252,2100.0,1
001-87207,0.0,0
001-87209,4800.0,1
001-87211,2000.0,1
001-87213,10000.0,1
001-87215,12000.0,1
001-87217,3000.0,1
001-87219,0.0,0
001-87221,3500.0,1
001-87223,0.0,0
001-87225,2400.0,1
001-87311,0.0,0
001-87313,8000.0,1
001-87323,1600.0,1
001-87340,3900.0,1
001-87342,1600.0,1
001-87344,35000.0,1
001-87346,0.0,0
001-87348,70000.0,1
001-87350,40000.0,1
001-87354,10000.0,1
001-87356,2300.0,1
001-87402,0.0,0
001-87404,0.0,0
001-87405,0.0,0
001-87407,0.0,0
001-87411,67500.0,1
001-87424,2000.0,1
001-87426,0.0,0
001-87428,1000.0,1
001-87432,1000.0,1
001-87434,1500.0,1
001-87448,0.0,0
001-87450,1000.0,1
001-87369,0.0,0
001-87408,2400.0,1
001-87412,1500.0,1
001-87414,0.0,0
001-87416,12000.0,1
001-87418,2000.0,1
001-87456,0.0,0
001-87458,0.0,0
001-87462,0.0,0
001-87464,14400.0,1
001-87466,3000.0,1
001-87483,0.0,0
001-87507,7200.0,1
001-87510,8000.0,1
001-87512,0.0,0
001-87515,0.0,0
001-87592,4000.0,1
001-87596,0.0,0
001-87606,3000.0,1
001-87608,4000.0,1
001-87622,0.0,0
001-87624,4000.0,1
001-87626,14000.0,1
001-87628,1200.0,1
001-87630,22400.0,1
001-87636,1300.0,1
001-87640,1350.0,1
001-87642,0.0,0
001-87644,8000.0,1
001-87554,3000.0,1
001-87556,12000.0,1
001-87558,1000.0,1
001-87560,1000.0,1
001-87562,5000.0,1
001-87567,0.0,0
001-87570,10000.0,1
001-87572,2000.0,1
001-87574,1800.0,1
001-87577,6000.0,1
001-87579,3000.0,1
001-87581,2600.0,1
001-87703,10000.0,1
001-87735,11500.0,1
001-87737,15000.0,1
001-87739,4000.0,1
001-87741,16000.0,1
001-87743,6400.0,1
001-87745,8000.0,1
001-87830,5500.0,1
001-87832,1900.0,1
001-87836,20000.0,1
001-87840,650.0,1
001-87934,30000.0,1
001-87938,5000.0,1
001-87960,0.0,0
001-87962,3000.0,1
001-87964,2000.0,1
001-87966,2500.0,1
001-87968,0.0,0
001-87970,2500.0,1
001-87972,1500.0,1
001-88014,0.0,0
001-87884,10000.0,1
001-87886,15500.0,1
001-87888,9600.0,1
001-87890,5400.0,1
001-87896,0.0,0
001-88006,2100.0,1
001-88008,3000.0,1
001-88010,1000.0,1
001-88022,10000.0,1
001-88321,2000.0,1
001-88343,3000.0,1
001-88352,700.0,1
001-88375,0.0,0
001-88377,10000.0,1
001-88381,7000.0,1
001-88383,35000.0,1
001-88385,1500.0,1
001-88387,1600.0,1
001-88389,0.0,0
001-88391,14000.0,1
001-88393,5000.0,1
001-88395,3000.0,1
001-88397,1500.0,1
001-88399,2300.0,1
001-88429,0.0,0
001-88500,15000.0,1
001-88502,0.0,0
001-88505,15000.0,1
001-88513,1000.0,1
001-88518,2000.0,1
001-88529,3000.0,1
001-88531,0.0,0
001-88533,2000.0,1
001-88535,0.0,0
001-88554,2000.0,1
001-88564,0.0,0
001-88466,3900.0,1
001-88468,0.0,0
001-88470,800.0,1
001-88472,1600.0,1
001-88474,3000.0,1
001-88476,35000.0,1
001-88478,100000.0,1
001-88480,1000.0,1
001-88482,13000.0,1
001-88484,2000.0,1
001-88577,3000.0,1
001-88579,13500.0,1
001-88581,2600.0,1
001-88583,1500.0,1
001-88585,10000.0,1
001-88587,1200.0,1
001-88589,2600.0,1
001-88591,7200.0,1
001-88593,6500.0,1
001-88661,10000.0,1
001-88663,30000.0,1
001-88665,30000.0,1
001-88667,70000.0,1
001-88669,3000.0,1
001-88673,35000.0,1
001-88675,70000.0,1
001-88677,1900.0,1
001-88681,3500.0,1
001-88687,1600.0,1
001-88691,3000.0,1
001-88698,3000.0,1
001-88700,1500.0,1
001-88719,2500.0,1
001-88721,3000.0,1
001-88723,14400.0,1
001-88725,9200.0,1
001-88728,0.0,0
001-88736,14400.0,1
001-88748,0.0,0
001-88750,21000.0,1
001-88752,2000.0,1
001-88754,4000.0,1
001-88756,0.0,0
001-88758,3200.0,1
001-88760,9600.0,1
001-88762,18000.0,1
001-88788,4000.0,1
001-88770,90000.0,1
001-88780,25000.0,1
001-88792,8000.0,1
001-88798,3600.0,1
001-88805,3000.0,1
001-88809,1000.0,1
001-88818,3600.0,1
001-88820,1000.0,1
001-88836,8000.0,1
001-88842,60000.0,1
001-88846,2000.0,1
001-88883,3000.0,1
001-88888,0.0,0
001-88890,8000.0,1
001-88892,7000.0,1
001-88895,7500.0,1
001-88897,2700.0,1
001-88901,8000.0,1
001-88904,3000.0,1
001-88957,8000.0,1
001-88965,1000.0,1
001-88969,0.0,0
001-89005,10000.0,1
001-88921,3700.0,1
001-88926,7000.0,1
001-88941,3000.0,1
001-88972,0.0,0
001-88975,6000.0,1
001-88993,5000.0,1
001-88997,0.0,0
001-89075,5000.0,1
001-89077,4000.0,1
001-89079,5000.0,1
001-89108,9000.0,1
001-89110,0.0,0
001-89113,4000.0,1
001-89116,1800.0,1
001-89120,0.0,0
001-89123,1500.0,1
001-89126,5800.0,1
001-89128,13200.0,1
001-89169,4800.0,1
001-89184,13000.0,1
001-89009,70000.0,1
001-89011,3000.0,1
001-89031,0.0,0
001-89034,2900.0,1
001-89038,1000.0,1
001-89040,2300.0,1
001-89050,3000.0,1
001-89056,10500.0,1
001-89058,6000.0,1
001-89060,0.0,0
001-89062,0.0,0
001-89064,1000.0,1
001-89066,1500.0,1
001-89138,3500.0,1
001-89150,1600.0,1
001-89153,5300.0,1
001-89161,0.0,0
001-89267,0.0,0
001-89269,10000.0,1
001-89271,5460.0,1
001-89273,3000.0,1
001-89275,1000.0,1
001-89277,0.0,0
001-89281,6000.0,1
001-89283,1500.0,1
001-89285,1500.0,1
001-89287,1500.0,1
001-89289,5000.0,1
001-89291,1100.0,1
001-89305,1500.0,1
001-89307,2000.0,1
001-89321,1500.0,1
001-89301,2000.0,1
001-89331,500.0,1
001-89333,35000.0,1
001-89338,4750.0,1
001-89340,70000.0,1
001-89348,70000.0,1
001-89349,6000.0,1
001-89384,4000.0,1
001-89386,1500.0,1
001-89388,5000.0,1
001-89390,2000.0,1
001-89410,10000.0,1
001-89413,1600.0,1
001-89420,0.0,0
001-89424,1200.0,1
001-89429,800.0,1
001-89444,2000.0,1
001-89452,0.0,0
001-89558,20000.0,1
001-89474,4000.0,1
001-89502,0.0,0
001-89504,3000.0,1
001-89506,0.0,0
001-89508,1400.0,1
001-89511,1400.0,1
001-89531,15000.0,1
001-89533,14000.0,1
001-89577,3500.0,1
001-89579,1000.0,1
001-89581,5000.0,1
001-89586,0.0,0
001-89607,6000.0,1
001-89646,0.0,0
001-89546,3200.0,1
001-89548,0.0,0
001-89552,600.0,1
001-89556,1500.0,1
001-89566,4100.0,1
001-89568,3500.0,1
001-89570,0.0,0
001-89575,0.0,0
001-89585,1000.0,1
001-89592,260000.0,1
001-89621,5000.0,1
001-89623,5000.0,1
001-89632,13500.0,1
001-89731,3000.0,1
001-89733,2000.0,1
001-89737,1500.0,1
001-89813,5000.0,1
001-89821,0.0,0
001-89823,6500.0,1
001-89827,6500.0,1
001-89829,2800.0,1
001-89854,1500.0,1
001-89857,10000.0,1
001-89859,5000.0,1
001-89862,2000.0,1
001-89873,0.0,0
001-89875,2000.0,1
001-89877,2000.0,1
001-89879,6500.0,1
001-89881,450.0,1
001-89883,800.0,1
001-89885,1400.0,1
001-89893,2000.0,1
001-89943,0.0,0
001-89959,4500.0,1
001-89960,1500.0,1
001-89962,3000.0,1
001-89964,3000.0,1
001-89966,4500.0,1
001-89969,4500.0,1
001-89971,7000.0,1
001-89973,7200.0,1
001-89975,2000.0,1
001-89977,0.0,0
001-89979,5000.0,1
001-89981,3300.0,1
001-89988,0.0,0
001-89991,6000.0,1
001-89995,1500.0,1
001-89849,3900.0,1
001-89851,3500.0,1
001-89858,3000.0,1
001-89896,2200.0,1
001-89898,1600.0,1
001-89901,1200.0,1
001-89905,3900.0,1
001-89907,3000.0,1
001-89909,400.0,1
001-89911,6850.0,1
001-89913,35000.0,1
001-89915,2700.0,1
001-89917,35000.0,1
001-89919,35000.0,1
001-89922,35000.0,1
001-89926,35000.0,1
001-89928,39000.0,1
001-90018,3900.0,1
001-90020,100.0,1
001-90026,0.0,0
001-90029,30000.0,1
001-90040,4500.0,1
001-90049,10000.0,1
001-90051,0.0,0
001-90060,0.0,0
001-90062,4000.0,1
001-90127,0.0,0
001-90129,8000.0,1
001-90131,3000.0,1
001-90133,3000.0,1
001-90137,2400.0,1
001-90139,1200.0,1
001-90141,3000.0,1
001-90144,6270.0,1
001-90146,11000.0,1
001-90148,6200.0,1
001-90163,0.0,0
001-90165,20000.0,1
001-90167,3300.0,1
001-90173,1500.0,1
001-90177,0.0,0
001-90179,1300.0,1
001-90093,4000.0,1
001-90097,4000.0,1
001-90099,0.0,0
001-90101,0.0,0
001-90111,3000.0,1
001-90182,3000.0,1
001-90185,800.0,1
001-90187,600.0,1
001-90190,2600.0,1
001-90192,600.0,1
001-90194,2000.0,1
001-90196,2000.0,1
001-90200,2000.0,1
001-90207,2900.0,1
001-90210,900.0,1
001-90214,1800.0,1
001-90218,1400.0,1
001-90225,600.0,1
001-90235,0.0,0
001-90244,0.0,0
001-90234,5000.0,1
001-90246,8400.0,1
001-90248,3000.0,1
001-90270,5000.0,1
001-90272,1000.0,1
001-90274,600.0,1
001-90276,0.0,0
001-90278,0.0,0
001-90280,4150.0,1
001-90282,4000.0,1
001-90285,13000.0,1
001-90287,9300.0,1
001-90301,5000.0,1
001-90304,16000.0,1
001-90322,800.0,1
001-90325,2000.0,1
001-90328,600.0,1
001-90330,0.0,0
001-90332,0.0,0
001-90334,1200.0,1
001-90336,3500.0,1
001-90338,3000.0,1
001-90340,0.0,0
001-90343,0.0,0
001-90345,6000.0,1
001-90348,0.0,0
001-90351,2000.0,1
001-90356,1000.0,1
001-90358,15000.0,1
001-90360,5000.0,1
001-90362,7000.0,1
001-90364,2000.0,1
001-90366,35000.0,1
001-90390,0.0,0
001-90368,6400.0,1
001-90398,0.0,0
001-90400,6640.0,1
001-90408,1000.0,1
001-90413,15000.0,1
001-90418,10000.0,1
001-90420,160000.0,1
001-90430,8550.0,1
001-90433,5000.0,1
001-90440,3200.0,1
001-90445,3000.0,1
001-90446,3000.0,1
001-90448,0.0,0
001-90450,1500.0,1
001-90452,315000.0,1
001-90454,30000.0,1
001-90457,6000.0,1
001-90460,35000.0,1
001-90461,1200.0,1
001-90464,7000.0,1
001-90466,0.0,0
001-90468,1000.0,1
001-90470,800.0,1
001-90482,5000.0,1
001-90486,600.0,1
001-90489,35000.0,1
001-90501,900.0,1
001-90533,10000.0,1
001-90535,1000.0,1
001-90537,1000.0,1
001-90539,3000.0,1
001-90541,12000.0,1
001-90545,1500.0,1
001-90547,1500.0,1
001-90549,8500.0,1
001-90561,12300.0,1
001-90563,2000.0,1
001-90565,3500.0,1
001-90567,1500.0,1
001-90569,3000.0,1
001-90573,8400.0,1
001-90575,0.0,0
001-90577,5000.0,1
001-90579,3500.0,1
001-90581,12500.0,1
001-90583,40000.0,1
001-90585,6400.0,1
001-90588,5000.0,1
001-90590,8000.0,1
001-90592,0.0,0
001-90594,1000.0,1
001-90596,4000.0,1
001-90598,110000.0,1
001-90600,1000.0,1
001-90677,4000.0,1
001-90553,33700.0,1
001-90559,1800.0,1
001-90606,2000.0,1
001-90610,35000.0,1
001-90612,0.0,0
001-90617,8000.0,1
001-90620,1500.0,1
001-90622,3000.0,1
001-90625,40000.0,1
001-90627,2000.0,1
001-90629,4000.0,1
001-90631,2700.0,1
001-90634,0.0,0
001-90645,35000.0,1
001-90651,5000.0,1
001-90671,6000.0,1
001-90700,45000.0,1
001-90702,0.0,0
001-90704,3000.0,1
001-90706,2000.0,1
001-90710,0.0,0
001-90712,0.0,0
001-90718,1000.0,1
001-90722,3500.0,1
001-90745,2500.0,1
001-90747,2700.0,1
001-90755,0.0,0
001-90759,5000.0,1
001-90761,4000.0,1
001-90763,6000.0,1
001-90765,5000.0,1
001-90767,3500.0,1
001-90779,8500.0,1
001-90781,12000.0,1
001-90783,10000.0,1
001-90795,3000.0,1
001-90798,35000.0,1
001-90800,140000.0,1
001-90804,3000.0,1
001-90813,35000.0,1
001-90815,2000.0,1
001-90818,6000.0,1
001-90820,4000.0,1
001-90931,12500.0,1
001-90933,3000.0,1
001-90935,3500.0,1
001-90937,3000.0,1
001-90939,4000.0,1
001-90943,0.0,0
001-90963,10000.0,1
001-90985,8000.0,1
001-91000,2000.0,1
001-91003,1000.0,1
001-91006,6000.0,1
001-91008,10500.0,1
001-91010,22000.0,1
001-91018,2000.0,1
001-91024,2000.0,1
001-91026,3600.0,1
001-91042,1500.0,1
001-91057,4500.0,1
001-91059,0.0,0
001-91061,0.0,0
001-91063,4000.0,1
001-91088,0.0,0
001-91090,0.0,0
001-91092,0.0,0
001-91094,0.0,0
001-91096,0.0,0
001-91098,5000.0,1
001-91100,5000.0,1
001-91103,6000.0,1
001-91115,10000.0,1
001-91117,3000.0,1
001-91126,70000.0,1
001-91130,2000.0,1
001-91132,175000.0,1
001-91136,1500.0,1
001-91138,35000.0,1
001-91144,5000.0,1
001-91238,4000.0,1
001-91240,3200.0,1
001-91242,10000.0,1
001-91245,0.0,0
001-91300,1000.0,1
