article,country_alpha2,sample_count,positive_count,zero_count,zero_rate,median_positive_or_all,iqr_positive_or_all,p10_positive_or_all,p90_positive_or_all,median_all,p10_all,p90_all,zero_reason_count,amount_direct_count,proxy_keep72_count
5,BA,9,8,1,0.111111,15750.0,44125.0,1850.0,71625.0,9000.0,1200.0,70250.0,1,8,0
5,BE,5,2,3,0.6,21250.0,11250.0,12250.0,30250.0,0.0,0.0,23500.0,3,2,0
5,BG,68,64,4,0.058824,3291.61,3000.0,1500.0,8000.0,3000.0,850.0,8000.0,4,64,0
5,CH,7,4,3,0.428571,1644.28,5152.02,1313.054,14589.086,1307.96,0.0,9178.172,3,4,0
5,CY,10,8,2,0.2,11350.0,23539.0,5750.0,36859.2,9000.0,0.0,35390.4,2,8,0
5,CZ,7,5,2,0.285714,3000.0,12177.0,2329.2,18000.0,2823.0,0.0,17000.0,2,5,0
5,DE,27,19,8,0.296296,7000.0,21233.5,2700.0,54000.0,5000.0,0.0,38000.0,8,19,0
5,DK,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
5,EE,8,7,1,0.125,3000.0,1950.0,1800.0,4940.0,2500.0,1050.0,4930.0,1,7,0
5,ES,5,3,2,0.4,30000.0,14248.735,7202.024,30000.0,1502.53,0.0,30000.0,2,3,0
5,FI,1,1,0,0.0,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,1,0
5,FR,9,3,6,0.666667,5000.0,1500.0,5000.0,7400.0,0.0,0.0,5600.0,6,3,0
5,GB,44,24,20,0.454545,2331.95,6010.0,1000.0,15040.0,875.0,0.0,8550.0,20,24,0
5,GE,13,12,1,0.076923,5000.0,14875.0,1000.0,41600.0,4000.0,680.0,39200.0,1,12,0
5,GR,5,4,1,0.2,12336.755,6255.1325,5800.0,14902.053,10000.0,1600.0,14869.404,1,4,0
5,HR,20,14,6,0.3,1950.0,2475.0,720.0,7500.0,1000.0,0.0,4500.0,6,14,0
5,HU,31,27,4,0.129032,6500.0,5500.0,2880.0,17600.0,5000.0,0.0,16000.0,4,27,0
5,IE,1,1,0,0.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,1,0
5,IS,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
5,IT,10,4,6,0.6,18750.0,25267.425,5865.199,36113.989,0.0,0.0,30873.427,6,4,0
5,LT,14,12,2,0.142857,9731.4,10451.8,5730.0,25930.0,7750.0,1410.0,24990.0,2,12,0
5,LV,23,17,6,0.26087,5000.0,6000.0,2200.0,10000.0,3250.0,0.0,9800.0,6,17,0
5,MD,65,63,2,0.030769,8000.0,11000.0,3000.0,35450.0,8000.0,3000.0,33900.0,2,63,0
5,ME,4,2,2,0.5,6675.0,825.0,6015.0,7335.0,2925.0,0.0,7005.0,2,2,0
5,MK,10,8,2,0.2,1780.0,10250.0,1248.0,32000.0,1530.0,0.0,24000.0,2,8,0
5,MT,16,13,3,0.1875,5000.0,8000.0,1448.16,24000.0,4000.0,0.0,24000.0,3,13,0
5,NL,16,8,8,0.5,2762.5,4080.0,1350.0,17340.0,500.0,0.0,5720.0,8,8,0
5,NO,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
5,PL,217,185,32,0.147465,2000.0,1600.0,1000.0,7120.0,2000.0,0.0,6489.2,32,185,0
5,PT,3,3,0,0.0,3250.0,1900.0,2410.0,5450.0,3250.0,2410.0,5450.0,0,3,0
5,RO,23,20,3,0.130435,5000.0,5000.0,1950.0,10560.0,4500.0,132.0,9950.0,3,20,0
5,RS,6,5,1,0.166667,3000.0,2500.0,1700.0,13800.0,2500.0,750.0,12250.0,1,5,0
5,RU,647,545,102,0.157651,15000.0,48000.0,3000.0,102400.0,10000.0,0.0,76200.0,102,545,0
5,SE,2,1,1,0.5,12000.0,0.0,12000.0,12000.0,6000.0,1200.0,10800.0,1,1,0
5,SI,2,2,0,0.0,11391.15,1391.15,10278.23,12504.07,11391.15,10278.23,12504.07,0,2,0
5,SK,34,27,7,0.205882,4200.0,6000.0,1200.0,13200.0,2550.0,0.0,10800.0,7,27,0
5,TR,187,160,27,0.144385,10000.0,13150.0,1797.0,45090.0,9000.0,0.0,37389.718,27,160,0
5,UA,165,123,42,0.254545,7000.0,6850.0,2760.0,16000.0,5100.0,0.0,15000.0,42,123,0
6,AL,39,24,15,0.384615,4000.0,5575.0,1500.0,128740.0,2000.0,0.0,16640.0,15,24,0
6,AM,42,41,1,0.02381,3600.0,1200.0,1200.0,5000.0,3600.0,1020.0,4980.0,1,41,0
6,AT,149,82,67,0.449664,5000.0,6569.81,1500.0,14281.113,1500.0,0.0,10000.0,67,82,0
6,AZ,77,68,9,0.116883,11550.0,15200.0,2820.0,37200.0,10000.0,0.0,36000.0,9,68,0
6,BA,46,39,7,0.152174,3600.0,9900.0,1240.0,43600.0,2700.0,0.0,39500.0,7,39,0
6,BE,17,4,13,0.764706,4500.0,1609.2025,4000.0,6705.767,0.0,0.0,4400.0,13,4,0
6,BG,148,132,16,0.108108,3041.61,4000.0,1020.0,8000.0,3000.0,0.0,8000.0,16,132,0
6,CH,17,2,15,0.882353,6500.0,1500.0,5300.0,7700.0,0.0,0.0,2000.0,15,2,0
6,CY,23,20,3,0.130435,7825.8,5250.0,3180.0,12300.0,7000.0,400.0,11600.0,3,20,0
6,CZ,39,19,20,0.512821,6400.0,6588.5,2000.0,26000.0,0.0,0.0,10000.0,20,19,0
6,DE,87,60,27,0.310345,6000.0,7000.0,1950.0,15000.0,3500.0,0.0,12312.92,27,60,0
6,DK,7,6,1,0.142857,5000.0,6051.8,2000.0,12701.2,4000.0,1200.0,12041.44,1,6,0
6,EE,19,16,3,0.157895,3500.0,3825.0,950.0,7500.0,2000.0,0.0,6900.0,3,16,0
6,ES,16,6,10,0.625,8200.0,9900.0,3000.0,16000.0,0.0,0.0,13000.0,10,6,0
6,FI,82,71,11,0.134146,3363.76,2500.0,1500.0,8000.0,3000.0,0.0,8000.0,11,71,0
6,FR,41,17,24,0.585366,7622.45,7195.92,3919.592,14330.206,0.0,0.0,12195.92,24,17,0
6,GB,88,26,62,0.704545,4500.0,5750.0,1250.0,14023.0,0.0,0.0,5300.0,62,26,0
6,GE,21,17,4,0.190476,3200.0,2100.0,1300.0,11600.0,2500.0,0.0,6000.0,4,17,0
6,GR,65,52,13,0.2,7168.38,12384.4875,3100.0,29200.0,6000.0,0.0,21200.0,13,52,0
6,HR,173,136,37,0.213873,3000.0,2000.0,1325.0,7350.0,2500.0,0.0,6000.0,37,136,0
6,HU,323,287,36,0.111455,5400.0,5000.0,1560.0,13000.0,4800.0,0.0,12740.0,36,287,0
6,IE,11,9,2,0.181818,8000.0,3000.0,5063.16,12200.0,7000.0,0.0,9000.0,2,9,0
6,IS,7,3,4,0.571429,8000.0,36250.0,3600.0,61600.0,0.0,0.0,34800.0,4,3,0
6,IT,189,160,29,0.153439,6000.0,7000.0,3000.0,15000.0,5164.57,0.0,13508.868,29,160,0
6,LI,6,3,3,0.5,6000.0,0.0,6000.0,6000.0,3000.0,0.0,6000.0,3,3,0
6,LT,52,45,7,0.134615,3500.0,4000.0,1200.0,8792.88,3200.0,0.0,8433.98,7,45,0
6,LU,4,2,2,0.5,5522.875,522.875,5104.575,5941.175,2500.0,0.0,5732.025,2,2,0
6,LV,25,21,4,0.16,5000.0,3000.0,750.0,9000.0,3000.0,0.0,8600.0,4,21,0
6,MD,124,113,11,0.08871,2000.0,2500.0,1000.0,7960.0,2000.0,500.0,7620.0,11,113,0
6,ME,33,24,9,0.272727,3360.0,3600.0,990.0,6655.0,1500.0,0.0,5780.0,9,24,0
6,MK,96,75,21,0.21875,2400.0,2400.0,770.0,5360.0,1600.0,0.0,4750.0,21,75,0
6,MT,17,11,6,0.352941,6000.0,13750.0,2500.0,40000.0,4500.0,0.0,31000.0,6,11,0
6,NL,28,5,23,0.821429,4000.0,3000.0,2700.0,6600.0,0.0,0.0,3300.0,23,5,0
6,NO,12,7,5,0.416667,15000.0,10000.0,4600.0,20000.0,4500.0,0.0,19500.0,5,7,0
6,PL,400,362,38,0.095,5000.0,5000.0,1800.0,11000.0,4550.0,990.0,10320.0,38,362,0
6,PT,34,24,10,0.294118,3750.0,10355.0,982.5,17693.0,2600.0,0.0,15502.5,10,24,0
6,RO,164,151,13,0.079268,4700.0,5970.0,1800.0,19200.0,3900.0,1000.0,18000.0,13,151,0
6,RS,133,112,21,0.157895,3000.0,4000.0,1500.0,12000.0,2100.0,0.0,10160.0,21,112,0
6,RU,965,785,180,0.186528,3300.0,5500.0,1500.0,16000.0,3000.0,0.0,15000.0,180,784,1
6,SE,27,17,10,0.37037,4000.0,12000.0,1300.0,17000.0,1500.0,0.0,15000.0,10,17,0
6,SI,237,219,18,0.075949,3200.0,3000.0,1200.0,8000.0,3200.0,1000.0,8000.0,18,219,0
6,SK,224,201,23,0.102679,3800.0,3100.0,1500.0,8000.0,3500.0,120.0,7940.0,23,201,0
6,SM,3,3,0,0.0,5164.57,1848.74,3032.914,5990.898,5164.57,3032.914,5990.898,0,3,0
6,TR,557,383,174,0.312388,6000.0,9000.0,1500.0,16740.0,3000.0,0.0,15250.0,173,384,0
6,UA,781,596,185,0.236876,2000.0,1900.0,800.0,8000.0,1500.0,0.0,6000.0,185,593,3
7,AL,1,1,0,0.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,0,1,0
7,BA,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
7,CY,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
7,DE,10,10,0,0.0,22500.0,22366.75,4800.0,52000.0,22500.0,4800.0,52000.0,0,10,0
7,EE,3,3,0,0.0,3000.0,1500.0,2200.0,4600.0,3000.0,2200.0,4600.0,0,3,0
7,ES,2,2,0,0.0,30000.0,0.0,30000.0,30000.0,30000.0,30000.0,30000.0,0,2,0
7,FR,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
7,HR,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
7,HU,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
7,IT,1,1,0,0.0,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,1,0
7,LT,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
7,LV,1,1,0,0.0,30000.0,0.0,30000.0,30000.0,30000.0,30000.0,30000.0,0,1,0
7,MT,2,2,0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,2,0
7,RO,1,1,0,0.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,1,0
7,RU,2,1,1,0.5,20000.0,0.0,20000.0,20000.0,10000.0,2000.0,18000.0,1,1,0
7,SI,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
7,TR,2,2,0,0.0,10571.46,2386.71,8662.092,12480.828,10571.46,8662.092,12480.828,0,2,0
7,UA,1,1,0,0.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,0,1,0
8,AL,2,2,0,0.0,17900.0,2900.0,15580.0,20220.0,17900.0,15580.0,20220.0,0,2,0
8,AM,1,1,0,0.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,0,1,0
8,AT,27,21,6,0.222222,15000.0,15000.0,5000.0,35000.0,10000.0,0.0,32000.0,6,21,0
8,AZ,3,3,0,0.0,15000.0,2500.0,15000.0,19000.0,15000.0,15000.0,19000.0,0,3,0
8,BA,1,1,0,0.0,8800.0,0.0,8800.0,8800.0,8800.0,8800.0,8800.0,0,1,0
8,BE,2,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0
8,BG,42,35,7,0.166667,5000.0,10250.0,1320.0,23200.0,4000.0,0.0,21750.0,7,35,0
8,CH,19,5,14,0.736842,8000.0,3000.0,3800.0,9200.0,0.0,0.0,8000.0,14,5,0
8,CY,6,3,3,0.5,5166.3,500.0,5033.26,5833.26,2500.0,0.0,5583.15,3,3,0
8,CZ,2,1,1,0.5,20000.0,0.0,20000.0,20000.0,10000.0,2000.0,18000.0,1,1,0
8,DE,24,17,7,0.291667,15000.0,17000.0,4600.0,30872.63,9000.0,0.0,27354.112,7,17,0
8,DK,3,2,1,0.333333,10500.0,4500.0,6900.0,14100.0,6000.0,1200.0,13200.0,1,2,0
8,EE,4,4,0,0.0,3800.0,4925.0,1530.0,7400.0,3800.0,1530.0,7400.0,0,4,0
8,ES,7,4,3,0.428571,16000.0,10029.0,6318.8,20000.0,3884.0,0.0,20000.0,3,4,0
8,FI,18,16,2,0.111111,6000.0,3750.0,3000.0,11250.0,6000.0,1400.0,10750.0,2,16,0
8,FR,20,8,12,0.6,8000.0,6750.0,2328.675,15073.47,0.0,0.0,10500.0,12,8,0
8,GB,57,27,30,0.526316,5000.0,10900.0,1500.0,27255.2,0.0,0.0,14400.0,30,27,0
8,GE,6,6,0,0.0,8500.0,1750.0,4750.0,12500.0,8500.0,4750.0,12500.0,0,6,0
8,GR,5,5,0,0.0,10000.0,2000.0,8000.0,12804.106,10000.0,8000.0,12804.106,0,5,0
8,HR,46,39,7,0.152174,7500.0,8900.0,1740.0,15000.0,7500.0,0.0,14250.0,7,39,0
8,HU,22,19,3,0.136364,9500.0,7925.0,3000.0,20000.0,6000.0,150.0,19500.0,3,19,0
8,IE,3,1,2,0.666667,15000.0,0.0,15000.0,15000.0,0.0,0.0,12000.0,2,1,0
8,IS,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
8,IT,23,13,10,0.434783,30000.0,23000.0,10000.0,49063.406,10000.0,0.0,37587.416,10,13,0
8,LT,25,21,4,0.16,5000.0,3300.0,1000.0,12000.0,5000.0,0.0,11200.0,4,21,0
8,LU,2,1,1,0.5,8000.0,0.0,8000.0,8000.0,4000.0,800.0,7200.0,1,1,0
8,LV,17,16,1,0.058824,5000.0,7250.0,2750.0,16000.0,5000.0,2100.0,16000.0,1,16,0
8,MD,21,20,1,0.047619,10500.0,13675.0,2400.0,37300.0,9000.0,1500.0,37000.0,1,20,0
8,ME,4,4,0,0.0,5250.0,3375.0,2050.0,8800.0,5250.0,2050.0,8800.0,0,4,0
8,MK,7,7,0,0.0,4500.0,10000.0,4500.0,36000.0,4500.0,4500.0,36000.0,0,7,0
8,MT,5,4,1,0.2,8500.0,17500.0,3600.0,40000.0,5000.0,1200.0,36000.0,1,4,0
8,NL,15,8,7,0.466667,6500.0,6195.3725,2658.314,12441.157,1714.0,0.0,10406.706,7,8,0
8,NO,7,6,1,0.142857,15500.0,15250.0,6500.0,40500.0,12000.0,3600.0,37400.0,1,6,0
8,PL,102,90,12,0.117647,2000.0,6000.0,500.0,13200.0,1500.0,0.0,11800.0,12,90,0
8,PT,4,2,2,0.5,11625.0,8375.0,4925.0,18325.0,1625.0,0.0,14975.0,2,2,0
8,RO,42,38,4,0.095238,9000.0,8000.0,4500.0,17520.0,8000.0,300.9,15564.49,4,38,0
8,RS,11,9,2,0.181818,8200.0,4000.0,3800.0,12600.0,7300.0,0.0,12000.0,2,9,0
8,RU,147,124,23,0.156463,9375.0,9250.0,3625.0,50500.0,7500.0,0.0,35000.0,23,124,0
8,SE,5,3,2,0.4,15000.0,8500.0,11000.0,24600.0,10000.0,0.0,22200.0,2,3,0
8,SI,10,8,2,0.2,9750.0,7461.725,5400.0,50000.0,8500.0,0.0,30000.0,2,8,0
8,SK,19,19,0,0.0,6000.0,6500.0,1900.0,20600.0,6000.0,1900.0,20600.0,0,19,0
8,SM,1,1,0,0.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,1,0
8,TR,39,28,11,0.282051,7500.0,11625.0,1500.0,24970.0,4000.0,0.0,15200.0,11,28,0
8,UA,72,64,8,0.111111,6000.0,6250.0,2000.0,14700.0,5200.0,100.0,13900.0,8,64,0
9,AM,4,4,0,0.0,8000.0,13500.0,6000.0,36600.0,8000.0,6000.0,36600.0,0,4,0
9,AT,5,3,2,0.4,4000.0,3000.0,4000.0,8800.0,4000.0,0.0,7600.0,2,3,0
9,BA,1,1,0,0.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,0,1,0
9,BG,5,5,0,0.0,4000.0,2000.0,2400.0,5083.1,4000.0,2400.0,5083.1,0,5,0
9,GB,2,2,0,0.0,5250.0,3250.0,2650.0,7850.0,5250.0,2650.0,7850.0,0,2,0
9,GE,2,2,0,0.0,925.0,575.0,465.0,1385.0,925.0,465.0,1385.0,0,2,0
9,GR,5,2,3,0.6,12000.0,5940.0,7248.0,16752.0,0.0,0.0,13188.0,3,2,0
9,HR,1,1,0,0.0,9000.0,0.0,9000.0,9000.0,9000.0,9000.0,9000.0,0,1,0
9,LT,1,1,0,0.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,0,1,0
9,MD,4,4,0,0.0,7500.0,8375.0,2550.0,17000.0,7500.0,2550.0,17000.0,0,4,0
9,PL,2,1,1,0.5,3000.0,0.0,3000.0,3000.0,1500.0,300.0,2700.0,1,1,0
9,RO,1,1,0,0.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,1,0
9,RU,9,8,1,0.111111,8750.0,15125.0,6400.0,30000.0,7500.0,4000.0,30000.0,1,8,0
9,SM,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
9,TR,3,1,2,0.666667,12500.0,0.0,12500.0,12500.0,0.0,0.0,10000.0,2,1,0
9,UA,4,3,1,0.25,2000.0,1000.0,2000.0,3600.0,2000.0,600.0,3400.0,1,3,0
P1-1,AL,14,8,6,0.428571,12900.0,205075.0,4160.0,3429870.0,3800.0,0.0,273000.0,6,8,0
P1-1,AM,16,16,0,0.0,3600.0,1200.0,1750.0,8250.0,3600.0,1750.0,8250.0,0,16,0
P1-1,AT,4,1,3,0.75,3600.0,0.0,3600.0,3600.0,0.0,0.0,2520.0,3,1,0
P1-1,AZ,18,14,4,0.222222,7950.0,11025.0,2480.0,50930.0,3600.0,0.0,37770.0,4,14,0
P1-1,BA,39,34,5,0.128205,4500.0,14125.0,1150.0,50100.0,4000.0,0.0,43600.0,5,34,0
P1-1,BE,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-1,BG,52,42,10,0.192308,3000.0,2875.0,2000.0,6000.0,3000.0,0.0,6000.0,10,42,0
P1-1,CY,1,1,0,0.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,1,0
P1-1,CZ,2,2,0,0.0,22500.0,7500.0,16500.0,28500.0,22500.0,16500.0,28500.0,0,2,0
P1-1,DE,3,1,2,0.666667,5000.0,0.0,5000.0,5000.0,0.0,0.0,4000.0,2,1,0
P1-1,DK,1,1,0,0.0,16000.0,0.0,16000.0,16000.0,16000.0,16000.0,16000.0,0,1,0
P1-1,EE,1,1,0,0.0,8500.0,0.0,8500.0,8500.0,8500.0,8500.0,8500.0,0,1,0
P1-1,ES,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-1,FR,4,3,1,0.25,4573.47,1475.51,3353.878,5714.694,3811.225,914.694,5572.041,1,3,0
P1-1,GB,36,2,34,0.944444,2500.0,500.0,2100.0,2900.0,0.0,0.0,0.0,34,2,0
P1-1,GE,1,1,0,0.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,1,0
P1-1,GR,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-1,HR,21,11,10,0.47619,5000.0,2500.0,2600.0,16500.0,2000.0,0.0,6000.0,10,11,0
P1-1,HU,31,11,20,0.645161,6500.0,13750.0,5000.0,35000.0,0.0,0.0,17500.0,20,11,0
P1-1,IT,10,9,1,0.1,10000.0,3600.0,7000.0,15000.0,9250.0,4500.0,15000.0,1,9,0
P1-1,LT,18,16,2,0.111111,6500.0,4850.0,2000.0,8500.0,6250.0,700.0,8300.0,2,16,0
P1-1,LV,3,2,1,0.333333,5000.0,0.0,5000.0,5000.0,5000.0,1000.0,5000.0,1,2,0
P1-1,MD,24,21,3,0.125,3000.0,2500.0,1500.0,7200.0,2250.0,390.0,6540.0,3,21,0
P1-1,ME,4,3,1,0.25,3000.0,9250.0,1800.0,16600.0,2250.0,450.0,14900.0,1,3,0
P1-1,MK,6,4,2,0.333333,3500.0,2250.0,3000.0,7500.0,3000.0,0.0,6500.0,2,4,0
P1-1,MT,18,9,9,0.5,8000.0,5000.0,2480.0,14800.0,1200.0,0.0,8150.0,9,9,0
P1-1,NO,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-1,PL,8,7,1,0.125,5460.0,4350.0,2700.0,10720.0,4730.0,1050.0,10340.0,1,7,0
P1-1,RO,42,31,11,0.261905,5000.0,10272.5,3000.0,27600.0,4000.0,0.0,24115.0,11,31,0
P1-1,RS,57,47,10,0.175439,2000.0,3350.0,2000.0,11360.0,2000.0,0.0,8160.0,10,47,0
P1-1,RU,301,254,47,0.156146,3500.0,4000.0,1600.0,14700.0,3000.0,0.0,12000.0,47,254,0
P1-1,SE,2,1,1,0.5,15000.0,0.0,15000.0,15000.0,7500.0,1500.0,13500.0,1,1,0
P1-1,SI,7,5,2,0.285714,5000.0,0.0,3800.0,8000.0,5000.0,0.0,7000.0,2,5,0
P1-1,SK,11,7,4,0.363636,4000.0,8000.0,1600.0,78840.0,2000.0,0.0,10000.0,4,7,0
P1-1,TR,28,14,14,0.5,7100.0,34625.0,1030.0,64520.0,400.0,0.0,41770.0,13,15,0
P1-1,UA,92,71,21,0.228261,2000.0,2000.0,900.0,6600.0,1800.0,0.0,6000.0,21,71,0
P1-2,BG,2,2,0,0.0,3000.0,1000.0,2200.0,3800.0,3000.0,2200.0,3800.0,0,2,0
P1-2,CZ,1,1,0,0.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,1,0
P1-2,GR,4,3,1,0.25,8000.0,32500.0,2400.0,54400.0,4500.0,300.0,48600.0,1,3,0
P1-2,HU,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-2,MD,2,2,0,0.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,0,2,0
P1-2,NO,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-2,RO,1,1,0,0.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,1,0
P1-2,TR,5,3,2,0.4,10000.0,3500.0,6000.0,11600.0,5000.0,0.0,11200.0,2,3,0
P1-3,AZ,20,20,0,0.0,10000.0,16875.0,7500.0,45500.0,10000.0,7500.0,45500.0,0,20,0
P1-3,BA,3,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0
P1-3,BE,1,1,0,0.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,1,0
P1-3,BG,2,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0
P1-3,CY,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-3,GB,5,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0
P1-3,GE,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-3,HU,2,2,0,0.0,2700.0,0.0,2700.0,2700.0,2700.0,2700.0,2700.0,0,2,0
P1-3,IT,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-3,RO,4,4,0,0.0,9000.0,9225.0,2550.0,13980.0,9000.0,2550.0,13980.0,0,4,0
P1-3,RS,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P1-3,RU,4,1,3,0.75,30000.0,0.0,30000.0,30000.0,0.0,0.0,21000.0,3,1,0
P1-3,TR,4,2,2,0.5,18000.0,8000.0,11600.0,24400.0,5000.0,0.0,21200.0,2,2,0
P12-1,BA,2,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0
P4-2,AZ,2,2,0,0.0,30000.0,25000.0,10000.0,50000.0,30000.0,10000.0,50000.0,0,2,0
P4-2,BG,6,4,2,0.333333,2800.0,2200.0,1300.0,4580.0,1500.0,0.0,4300.0,2,4,0
P4-2,HU,3,3,0,0.0,12500.0,4500.0,5700.0,12900.0,12500.0,5700.0,12900.0,0,3,0
P4-2,IT,1,1,0,0.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,1,0
P4-2,PL,2,2,0,0.0,6000.0,2000.0,4400.0,7600.0,6000.0,4400.0,7600.0,0,2,0
P4-2,RU,10,10,0,0.0,3500.0,7200.0,1900.0,30753.8,3500.0,1900.0,30753.8,0,10,0
P4-2,UA,12,2,10,0.833333,3950.0,1250.0,2950.0,4950.0,0.0,0.0,2430.0,10,2,0
P4-4,BE,1,1,0,0.0,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,1,0
P4-4,ES,1,1,0,0.0,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,1,0
P4-4,IT,2,2,0,0.0,22500.0,7500.0,16500.0,28500.0,22500.0,16500.0,28500.0,0,2,0
P4-4,RU,1,1,0,0.0,30000.0,0.0,30000.0,30000.0,30000.0,30000.0,30000.0,0,1,0
P6-1,PL,1,1,0,0.0,100000.0,0.0,100000.0,100000.0,100000.0,100000.0,100000.0,0,1,0
P6-1,RO,1,1,0,0.0,100000.0,0.0,100000.0,100000.0,100000.0,100000.0,100000.0,0,1,0
P7-1,LV,1,1,0,0.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,1,0
P7-1,MK,1,1,0,0.0,2400.0,0.0,2400.0,2400.0,2400.0,2400.0,2400.0,0,1,0
P7-1,RU,1,1,0,0.0,7000.0,0.0,7000.0,7000.0,7000.0,7000.0,7000.0,0,1,0
P7-2,AM,4,4,0,0.0,4500.0,1250.0,2750.0,6250.0,4500.0,2750.0,6250.0,0,4,0
P7-2,BG,1,1,0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,1,0
P7-2,GE,1,1,0,0.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,0,1,0
P7-2,RU,1,1,0,0.0,15400.0,0.0,15400.0,15400.0,15400.0,15400.0,15400.0,0,1,0
P7-2,UA,5,4,1,0.2,3000.0,500.0,3000.0,4400.0,3000.0,1200.0,4200.0,1,4,0
P7-3,AM,1,1,0,0.0,30000.0,0.0,30000.0,30000.0,30000.0,30000.0,30000.0,0,1,0
P7-4,AZ,1,1,0,0.0,102000.0,0.0,102000.0,102000.0,102000.0,102000.0,102000.0,0,1,0
P7-4,BA,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P7-4,BG,1,1,0,0.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,1,0
P7-4,FI,5,5,0,0.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,5,0
P7-4,IS,3,3,0,0.0,5000.0,2500.0,5000.0,9000.0,5000.0,5000.0,9000.0,0,3,0
P7-4,IT,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
P7-4,LT,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
